Surname,Count,
salahuddina,64,
jabula,64,
vaidha,64,
mamgali,64,
vamshi,64,
suraja,64,
phakaruddina,64,
manoja,64,
kulashuma,64,
kalyani,63,
ashoka,63,
isara,63,
bhagavana,63,
amiruddina,63,
pa.dita,63,
amirula,63,
svami,63,
guddi,63,
dhiraja,63,
pyare,63,
sabari,63,
jiyauddina,62,
phulababu,62,
najami,62,
mamji,62,
jumana,62,
tibari,62,
mehadi,62,
pharidi,62,
savitri,62,
taiyava,62,
phiradosha,62,
urmila,62,
sariphana,62,
jiya,62,
sadai,62,
varanavala,62,
pahadiya,62,
abubakara,62,
badarula,62,
isarayala,62,
shafiqa,62,
mamgalu,61,
agaravala,61,
prashada,61,
savila,61,
nuraalama,61,
sujata,61,
ratana,61,
mojammila,61,
dipika,61,
sethiya,61,
bagama,61,
rubina,61,
hamaja,61,
najamula,61,
raphi,61,
halavai,61,
nishana,61,
nigama,61,
majhiyana,61,
maraiya,61,
ambashta,61,
chedi,61,
tato,61,
dharikara,60,
lalu,60,
pajapati,60,
khemaka,60,
khamtuna,60,
amjana,60,
saiphuddina,60,
nuraina,60,
ajameruna,60,
uraba,60,
udyina,60,
abedina,60,
aditi,60,
abdulla,60,
shaphi,60,
farazana,60,
israila,60,
shabina,60,
tamija,60,
kishana,60,
rmumu,60,
shaba,60,
altapha,59,
zakira,59,
prema,59,
sonala,59,
shamsa,59,
budhiya,59,
kho,59,
kumarim,59,
atahara,59,
batulana,59,
khaituna,59,
mahata,59,
surena,59,
sani,59,
ashutosha,59,
kaili,59,
chaudhuri,59,
sajiya,59,
basara,59,
pratika,59,
mahmada,59,
shahajaha,59,
shuk?la,58,
bablu,58,
shamashula,58,
ishahaka,58,
sarabara,58,
nam,58,
barakata,58,
iftekara,58,
naddapha,58,
nasiba,58,
tajima,58,
ajamati,58,
samila,58,
karodi,58,
bachchana,58,
ehateshama,58,
muraraka,58,
sadiya,58,
istiyaqa,58,
manauvara,58,
hausada,58,
janaki,58,
pushpamjali,58,
abarara,58,
atiullaha,58,
kaisa,58,
haphijana,57,
dvi,57,
musatapha,57,
samjana,57,
talata,57,
kebata,57,
chaॉda,57,
sakhina,57,
nandani,57,
gamdhi,57,
richa,57,
raushani,57,
koiri,57,
avinasha,57,
bhaumika,57,
dastagira,57,
aijaja,57,
marupha,57,
dulala,57,
japharula,57,
madari,57,
murada,56,
guriya,56,
phula,56,
ravishamkara,56,
vikasha,56,
anila,56,
akrama,56,
pratihasta,56,
musarata,56,
mahati,56,
0,56,
badashaha,56,
farahana,56,
jahara,56,
si.nha,56,
hasibula,56,
jahiruddina,56,
shamina,56,
kurabana,56,
hadi,56,
sumdara,56,
re,56,
sureka,56,
garai,56,
baidha,55,
nazama,55,
haviva,55,
amaranatha,55,
chaude,55,
kumarasimha,55,
rukasara,55,
arabaja,55,
ratna,55,
rikhyasana,55,
`devi,55,
nurajabi,55,
maraguba,55,
saphiullaha,55,
pyari,55,
arasi,55,
samjara,55,
salika,55,
serajudina,55,
khatuni,55,
aiyuba,55,
raphiqa,55,
rahisa,55,
gayasa,55,
nihala,55,
kimari,55,
nivasa,55,
niharika,55,
chauo,55,
prashamta,55,
sadhana,55,
mamkshi,54,
kahakasham,54,
salimana,54,
vinoda,54,
bhana,54,
nazara,54,
kuresi,54,
khushi,54,
tahera,54,
vishvasha,54,
jibaraila,54,
chohana,54,
samasuna,54,
moharami,54,
kanija,54,
jenaba,54,
srrishti,54,
sehara,54,
ramgava,54,
phiradausha,54,
na,54,
aisha,54,
shriva,54,
lakada,54,
gareri,54,
sadaba,54,
gaphaphara,54,
nanhe,54,
dhara,54,
nagina,53,
murataja,53,
mayamka,53,
jamuara,53,
pati,53,
jahamara,53,
majebula,53,
gadyi,53,
jamalaudina,53,
abdulaha,53,
hisariya,53,
jyotsana,53,
nematullaha,53,
ritu,53,
riyajuddina,53,
shanu,53,
minu,53,
malhotra,53,
kaushalya,53,
kunari,53,
dokaniya,53,
bahaba,53,
samanura,53,
lalo,53,
malati,53,
amjumana,53,
gauhara,53,
ambashtha,53,
gaumda,53,
tanabira,53,
osama,53,
najabina,53,
tanajila,53,
pasvana,52,
bhimdavara,52,
maskara,52,
khatanu,52,
pushkara,52,
shahaba,52,
kavari,52,
sundari,52,
latiphana,52,
damgi,52,
jabara,52,
priyamshu,52,
mati,52,
tahamina,52,
izahara,52,
laddu,52,
riya,52,
abasa,52,
salamuddina,52,
naga,52,
doli,52,
raviramjana,51,
saphikula,51,
dukhiya,51,
sirajudina,51,
mikaila,51,
ujala,51,
asaraphula,51,
vyasa,51,
kyuma,51,
ujjavala,51,
shahazada,51,
ayuva,51,
annada,51,
phekani,51,
murashida,51,
hembroma,51,
dovi,51,
kallu,51,
mophida,51,
devi[],51,
ilahi,50,
kuऍra,50,
afasana,50,
bhargava,50,
banom,50,
nupura,50,
khairavara,50,
siddhartha,50,
ramgareja,50,
ijaharula,50,
marara,50,
karma,50,
imamana,50,
habibullaha,50,
akiba,50,
sudhakara,50,
tullaha,50,
hanana,50,
tavasuma,50,
zahira,50,
mojibula,50,
danisa,49,
latifa,49,
abunasara,49,
malla,49,
sikadara,49,
sabula,49,
alli,49,
najabula,49,
amanulla,49,
sainula,49,
sanobara,49,
charana,49,
raisha,49,
istaka,49,
jham,49,
kumakuma,49,
sadina,49,
ragani,49,
asthana,49,
bakho,49,
vahava,49,
hanifa,49,
pamsari,49,
timku,49,
musatakima,49,
sirajula,49,
sufiyana,49,
minhaja,48,
parava,48,
jabida,48,
phiradausi,48,
nosada,48,
sakeruna,48,
vinaya,48,
kosara,48,
mudina,48,
hemalata,48,
saphiya,48,
isatiyaka,48,
musatari,48,
kumdu,48,
asadullaha,48,
juvera,48,
guro,48,
gitamjali,48,
shani,48,
deve,48,
shrivasvata,48,
reyajuddina,48,
nivedita,48,
pushpalata,48,
jenava,48,
nehara,48,
paneri,48,
tajammula,47,
saiphullaha,47,
aihasana,47,
muddina,47,
isarati,47,
azaharuddina,47,
mumu,47,
nurullaha,47,
gulabi,47,
tatma,47,
naina,47,
julphakara,47,
serajuddina,47,
gulachehara,47,
kumdana,47,
muniya,47,
sahara,47,
ramadasa,47,
saragama,47,
ramju,47,
riyajudina,47,
isupha,47,
hasarata,47,
zinata,47,
naragisha,47,
bushara,47,
naziya,47,
kurami,47,
rajavamsi,47,
kapada,47,
shavira,47,
ramavati,47,
ghosa,47,
samjita,46,
sanni,46,
babujana,46,
imtayaja,46,
devii,46,
lahari,46,
hakimana,46,
sadapha,46,
rima,46,
nandakishora,46,
inusa,46,
gupata,46,
bahida,46,
riyajula,46,
nanhi,46,
kamvara,46,
sonabhana,46,
khurasida,46,
shahanabaja,46,
madaiya,46,
japhari,46,
ddina,46,
rasulana,46,
sarifa,46,
ruchi,46,
darve,46,
mahajabina,46,
pasa,46,
shivamgi,46,
mu,46,
lilavati,46,
allaudina,46,
gyasuddina,46,
oma,46,
serajula,45,
dalamiya,45,
sheka,45,
jiyaudina,45,
afataba,45,
yati,45,
usmani,45,
mazahara,45,
ahira,45,
ala,45,
amarajita,45,
kausari,45,
ha,45,
kayamudina,45,
karimana,45,
jalauddina,45,
rahena,45,
gayatri,45,
radheshyama,45,
khaॉna,45,
rachana,45,
shivakumari,45,
bhatiya,45,
dadevi,45,
moni,45,
chunna,45,
baba,45,
amila,45,
anamula,45,
sajara,45,
sahabaja,45,
mausama,45,
samdipa,45,
mukatara,45,
bahava,45,
kahakasha,45,
sobarati,45,
snehi,45,
sahiba,45,
josepha,45,
pratibha,45,
dhagada,45,
alishera,44,
mehajabi,44,
abha,44,
rajanamdani,44,
khushabuna,44,
dei,44,
sundarama,44,
kamini,44,
taruna,44,
kushvaha,44,
vaske,44,
chobe,44,
husnaara,44,
beguma,44,
mosarrata,44,
jaiguna,44,
gyasudina,44,
shera,44,
avedina,44,
annu,44,
joha,44,
devi',44,
aphaja,44,
sumdari,44,
inamula,44,
mana,44,
bharata,44,
nasimuddina,44,
saina,44,
hakimudina,44,
haidari,44,
masina,44,
anjuma,44,
khumari,44,
madhulika,44,
kuraisha,44,
amchala,44,
ajita,44,
alatapha,44,
ayyuba,44,
nurajahana,44,
anuja,44,
kanodiya,44,
laila,44,
kundana,44,
aradhana,43,
rijabana,43,
suraiya,43,
kuari,43,
hasabuna,43,
lohani,43,
bamjara,43,
ziyauddina,43,
aphatava,43,
trashideva,43,
sabaruna,43,
padhana,43,
arabina,43,
rajaullaha,43,
ishtiyaka,43,
isaraphula,43,
majarula,43,
bamdana,43,
shajida,43,
nikita,43,
moharama,43,
shaguphata,43,
raviya,43,
kummara,43,
ayasa,43,
asamata,43,
shada,43,
ambara,43,
tyagi,43,
phaiji,43,
kundu,43,
laka.da,43,
sarana,43,
suphiyana,43,
mohita,43,
samjiva,43,
sabera,43,
kyamudina,43,
koraisi,42,
darshani,42,
saharuna,42,
murtaza,42,
ruqasara,42,
aina,42,
kamaludina,42,
ekalakha,42,
ilatapha,42,
lathaura,42,
raziya,42,
mamndala,42,
husani,42,
mujiba,42,
samiruddina,42,
kameta,42,
maheshvari,42,
lama,42,
ale,42,
sahabula,42,
aphrina,42,
khushanama,42,
sanyala,42,
shiva,42,
abutaliba,42,
tahajiba,42,
kesara,42,
dilara,42,
masuka,42,
aliya,42,
shagufta,42,
raufa,42,
ajijula,42,
gulava,42,
khatom,42,
rauniyara,41,
tigga,41,
padeya,41,
sadiqa,41,
saguphata,41,
veladara,41,
purbe,41,
vani,41,
depi,41,
deji,41,
rshama,41,
modassira,41,
astha,41,
phuliya,41,
kummari,41,
vilasa,41,
ddhivedi,41,
mimtu,41,
nishara,41,
basera,41,
salamudina,41,
najisa,41,
ai,41,
pharamuda,41,
rajapala,41,
begana,41,
kumari',41,
chandrashekhara,41,
diksha,41,
lalana,41,
mastara,41,
goshvami,41,
ekaramula,41,
valiullaha,41,
phatema,41,
sari,41,
amanata,41,
fahima,41,
pravesha,40,
bhanu,40,
kayanata,40,
ekata,40,
purnima,40,
shavana,40,
javida,40,
samadani,40,
murti,40,
shami,40,
rajada,40,
ghoshala,40,
lado,40,
shipra,40,
javara,40,
lali,40,
kirti,40,
harisha,40,
ramesha,40,
munira,40,
chunari,40,
shahila,40,
masarula,40,
phiradosi,40,
sararpha,40,
noniyam,40,
nisarula,40,
shaikha,40,
vilakisa,40,
maddheshiya,40,
sahidana,40,
khudeja,40,
jenula,40,
shadika,40,
murmura,40,
gauri,40,
mahiudina,40,
latha,40,
munipha,40,
namrata,40,
mallaka,40,
suhana,40,
pitara,39,
disava,39,
hembarama,39,
ejajula,39,
keshara,39,
jamiruddina,39,
badarudina,39,
sahena,39,
masuri,39,
ibrana,39,
rajanisha,39,
garima,39,
juvaida,39,
mophija,39,
bilakisa,39,
sajo,39,
meharaja,39,
karori,39,
kamali,39,
kamti,39,
savera,39,
sahamada,39,
abasara,39,
bajapeyi,39,
lalamuni,39,
vevi,39,
anasa,39,
gumja,39,
chunnu,39,
mohamda,39,
yadav,39,
zulekha,39,
phaishala,39,
gaura,39,
jetuna,39,
rokhasana,39,
shambhavi,39,
navijana,39,
baida,39,
gafara,39,
sudama,39,
nathani,39,
izaraila,39,
sama,39,
varai,38,
rricha,38,
niyamata,38,
madani,38,
shambhu,38,
sajeda,38,
chotelala,38,
tatavam,38,
ijaja,38,
jumatana,38,
ashafaqa,38,
shridevi,38,
jisana,38,
daga,38,
paiti,38,
nahara,38,
pamari,38,
kapariya,38,
madana,38,
sarina,38,
ba.dhai,38,
vishvanatha,38,
isamula,38,
basari,38,
adarsha,38,
hathi,38,
putali,38,
shalu,38,
umesha,38,
agariya,38,
nuresa,38,
khataita,38,
ulla,38,
sunaina,38,
mirja,38,
phakarudina,38,
madhubala,38,
rajashri,38,
majada,38,
apasana,38,
chaure,38,
tanya,38,
vashira,37,
shanti,37,
piyusha,37,
mohima,37,
sahagala,37,
mamtu,37,
sabiya,37,
phulamati,37,
khatula,37,
tasaruna,37,
ramazana,37,
vikki,37,
mujaphaphara,37,
jababara,37,
shamada,37,
rumgata,37,
abhijita,37,
kalimaudina,37,
pramoda,37,
ritika,37,
ladale,37,
mona,37,
mamjhiyana,37,
jamalauddina,37,
kismata,37,
suphiya,37,
kharava.da,37,
moinudina,37,
gudu,37,
abbasi,37,
julaphekara,37,
samiulla,37,
patila,37,
zishana,37,
qadari,37,
soyaba,37,
murtuza,37,
jayashri,37,
javina,37,
avvasa,37,
kalifa,37,
jamaruddina,37,
khalakho,37,
jitendra,37,
hebrama,36,
shrivasatava,36,
dilakhusha,36,
havanura,36,
saira,36,
akhilesha,36,
sajjana,36,
pramila,36,
rathi,36,
ikaramula,36,
mahenura,36,
govinda,36,
vajula,36,
emama,36,
rashima,36,
naheda,36,
mintu,36,
tanuja,36,
moya,36,
iphatakhara,36,
nurani,36,
jamina,36,
ayusha,36,
rukashana,36,
sajenura,36,
etavari,36,
nandi,36,
basima,36,
raphata,36,
shaphiullaha,36,
salahudina,36,
anarakali,36,
ramakumari,36,
ruveda,36,
shivanarayana,36,
manajura,36,
ramanarayana,36,
nausari,36,
keraketta,36,
isalamudina,36,
jamali,36,
baksa,36,
aravinda,36,
maharana,36,
sugiya,36,
rojita,36,
taha,36,
saheda,36,
meharotra,36,
samrata,36,
badara,36,
betha,36,
akavala,35,
akali,35,
dhadhi,35,
helala,35,
shaista,35,
rikyasana,35,
ramadulari,35,
amjani,35,
sha,35,
arabuna,35,
dinesha,35,
guha,35,
mamgalama,35,
shaida,35,
kumai,35,
ayushi,35,
anabari,35,
bothara,35,
nikki,35,
arapha,35,
tomara,35,
kishuna,35,
nisada,35,
rukaiya,35,
kurvana,35,
sahavaja,35,
mahali,35,
saimuna,35,
bishvakarma,35,
`kumari,35,
najabuna,35,
javvara,35,
sanagahi,35,
nemata,35,
sarajula,35,
badi,35,
hani,35,
bali,35,
mostaka,35,
pranava,35,
dauli,35,
chetana,35,
alimana,35,
nitisha,35,
minnatullaha,35,
isharaila,35,
mahatto,35,
vaidya,35,
sajira,35,
hasida,35,
pammi,35,
mannu,35,
lusi,34,
ashalama,34,
va,34,
ma,34,
kanaujiya,34,
sanaula,34,
firadosa,34,
riyazuddina,34,
hadishana,34,
dhuniya,34,
koshara,34,
faruqi,34,
kumbara,34,
masarura,34,
bhak?ta,34,
riphata,34,
khtuna,34,
ruvi,34,
vivekananda,34,
shahu,34,
sulataniya,34,
dipti,34,
vosaka,34,
amala,34,
mahara',34,
istakhara,34,
ajaharuddina,34,
ravikamta,34,
chamdatara,34,
darshana,34,
hasabula,34,
lukhiya,34,
husaini,34,
maleka,34,
sadakata,34,
shamra,34,
tekarivala,34,
no,34,
abadina,34,
phajala,34,
shayara,34,
kamalesha,34,
tayyaba,34,
jahanura,34,
shashikamta,34,
gulesa,34,
shashamka,34,
shahana,34,
shamasi,34,
chunihara,34,
jena,34,
miksha,33,
parveza,33,
nishi,33,
baheliya,33,
ha.nsda,33,
lalamana,33,
manajara,33,
karu,33,
samarina,33,
masaleudina,33,
muzammila,33,
kumare,33,
muslama,33,
khatun,33,
ojaira,33,
satyaprakasha,33,
akhalaka,33,
kahtuna,33,
tamjila,33,
gauro,33,
usamani,33,
kasira,33,
sabiha,33,
kadara,33,
reshma,33,
bandana,33,
namdini,33,
sachina,33,
upadhaya,33,
kuamari,33,
droliya,33,
hasamudina,33,
ajimullaha,33,
malaviya,33,
satyarthi,33,
sida,33,
naisha,33,
rajalakshmi,33,
ajamira,33,
maranadi,33,
kachchapa,33,
ujjama,33,
tasira,33,
banarasi,33,
hasamuna,33,
rahida,33,
sayada,33,
yashamina,33,
"devi,",33,
vinayaka,33,
nurajavi,33,
si,33,
bhashkara,32,
akrriti,32,
majidana,32,
aphasa,32,
nasimudina,32,
hamsa,32,
islamuddina,32,
madhumala,32,
husna,32,
musataka,32,
shamasudina,32,
vaida,32,
shikari,32,
megha,32,
malaka,32,
moajjama,32,
kana,32,
sanama,32,
liyakata,32,
habibana,32,
saniya,32,
niyogi,32,
osta,32,
arjuna,32,
esa,32,
basirana,32,
apurva,32,
mojamila,32,
hiralala,32,
asira,32,
ajuma,32,
kailu,32,
savanama,32,
jita,32,
pintu,32,
maqabula,32,
muturja,32,
manasi,32,
sumitra,32,
rahimana,32,
mahya,32,
pragati,32,
rubana,32,
mokatara,32,
ivarara,32,
domana,32,
shamashira,32,
hassana,32,
dilipa,32,
khani,32,
marachiya,32,
batula,32,
suresha,32,
keyuma,32,
suhagi,32,
bhedihara,32,
mayam,32,
nauniya,32,
mahabula,32,
alamina,32,
khatumna,32,
ksha,32,
tetali,32,
gora,32,
madeshiya,32,
riyasata,32,
jamaseda,32,
eqabala,32,
manavara,32,
rakiva,32,
muhamada,32,
ema,32,
tajudina,32,
muratuza,32,
bi,32,
byuti,32,
jivachi,31,
bhatacharya,31,
nishu,31,
sanauvara,31,
sa,31,
chaurashiya,31,
ena,31,
jaharula,31,
disavaha,31,
mansuri,31,
jaha.nna,31,
akhauri,31,
ehashana,31,
pimku,31,
tunatuna,31,
raphida,31,
mariya,31,
sairula,31,
memuna,31,
evi,31,
eyuba,31,
rrishikesha,31,
kasana,31,
devaki,31,
mukula,31,
chaudari,31,
indu,31,
minahaza,31,
namita,31,
sara,31,
mushara,31,
ataula,31,
motina,31,
maji,31,
rakshita,31,
iphtekhara,31,
dilabara,31,
sanapharaja,31,
mamgani,31,
devanarayana,31,
naresha,31,
sahela,31,
baduda,31,
jamasaida,31,
nababa,31,
sahira,31,
chamdara,31,
rahela,31,
shashibhushana,31,
ulaha,31,
podhara,31,
ishaqa,31,
maituna,31,
nurabano,31,
kalimauddina,31,
salahauddina,31,
zeba,31,
jauhara,31,
rizavi,31,
mamjula,31,
khirahara,31,
ekhalakha,31,
jamashaida,31,
bakila,31,
imamula,31,
kumara',31,
meri,31,
kusimha,31,
tulla,30,
nazanina,30,
harisa,30,
phiroji,30,
halimana,30,
vijeta,30,
sabji,30,
bagema,30,
navanita,30,
chehara,30,
solamki,30,
rajvamshi,30,
dilaruba,30,
mahiuddina,30,
saifi,30,
majaharula,30,
bajoriya,30,
mullaha,30,
kharga,30,
harerama,30,
ronaka,30,
raphula,30,
naveda,30,
akhalaqa,30,
sadvama,30,
jakaullaha,30,
saiphuna,30,
rahimuddina,30,
nadaka,30,
punita,30,
kuamara,30,
pamdaye,30,
lakhiya,30,
mithilesha,30,
kahtum,30,
tabsuma,30,
ajamula,30,
lila,30,
bahana,30,
chavala,30,
karo.di,30,
bajira,30,
rasidana,30,
ananya,30,
saketa,30,
tiyara,30,
ramakumara,30,
pallava,30,
jamha,30,
salamuna,30,
sushmita,30,
sarabari,30,
dilashana,30,
majibula,30,
bana,30,
hushena,30,
bilala,30,
zohara,30,
shahamshaha,30,
surya,30,
siddhaki,30,
nai,30,
auramgazeba,30,
sanipha,30,
prachi,30,
vishkarma,30,
hamsda,30,
samara,30,
putula,30,
ka,30,
muna,30,
dhaga.da,30,
kumarri,30,
sarma,30,
sukala,30,
vaishnavi,30,
daॉli,30,
hasaina,30,
ahmada,30,
kamarujama,30,
nurabanu,30,
sabujana,30,
misa,29,
manu,29,
amirullaha,29,
devavi,29,
vishavakarma,29,
shashikala,29,
shaika,29,
samthaliya,29,
apharoji,29,
gaji,29,
nabisa,29,
kaliya,29,
jaki,29,
nitesha,29,
tetara,29,
amarula,29,
vishakarma,29,
ramaji,29,
habibula,29,
moinaudina,29,
obaidullaha,29,
barakatullaha,29,
masira,29,
madhavi,29,
jaida,29,
phaudara,29,
harshavardhana,29,
asahaba,29,
avesha,29,
shitala,29,
saibuna,29,
amsarula,29,
jikarullaha,29,
patihasta,29,
utkarsha,29,
parika,29,
anamola,29,
phatakana,29,
uma,29,
imaroja,29,
raisuddina,29,
guramaita,29,
rimajhima,29,
bhavala,29,
balala,29,
jumera,29,
natina,29,
arashi,29,
rajamara,29,
agrahari,29,
kanti,29,
yashoda,29,
sharaphuddina,29,
phakharudina,29,
bhalotiya,29,
minaja,29,
abulaisa,29,
harinarayana,29,
vechani,29,
upa,29,
laha,29,
pamdaya,29,
inasula,29,
chetri,29,
majahira,29,
lakshmana,29,
nuradana,29,
amnada,29,
devisha,29,
ramjaka,29,
reshmi,28,
khera,28,
rejaula,28,
bimala,28,
pharaha,28,
vasuki,28,
bhokta,28,
amirudina,28,
samasira,28,
shaharabano,28,
siddaki,28,
kare,28,
dablu,28,
hema,28,
karadara,28,
gulabahara,28,
jalekha,28,
adevi,28,
la,28,
aishvarya,28,
khamdelavala,28,
hai,28,
udaya,28,
istayaka,28,
numana,28,
yahiya,28,
subhani,28,
milana,28,
choti,28,
sidaki,28,
talamaya,28,
chaidhari,28,
amkura,28,
najamaudina,28,
amaruna,28,
rajo,28,
zubera,28,
soeva,28,
gurumga,28,
savari,28,
gulapharaja,28,
mitala,28,
khamna,28,
jalima,28,
lallu,28,
pauddhara,28,
kishori,28,
gamdha,28,
soaiba,28,
aphashana,28,
roja,28,
thokadara,28,
tutu,28,
vasirana,28,
lathora,28,
kinnara,28,
kajami,28,
hauda,28,
rajaula,28,
hembrema,28,
prabhavati,28,
jiyabula,28,
misra,28,
arajana,28,
mohiba,28,
marufa,28,
yakuva,28,
arashadi,28,
balaka,28,
sohagi,28,
sariphula,28,
jamedara,28,
bohara,28,
mausami,28,
avadina,28,
aliraja,28,
shandilya,28,
simmi,28,
sulemani,28,
sajanura,27,
asajada,27,
sahuda,27,
munnu,27,
kitavana,27,
jeya,27,
shivakumara,27,
shajada,27,
idarisi,27,
e,27,
isteyaqa,27,
mahira,27,
jaheda,27,
musiya,27,
vaigama,27,
meharaza,27,
karishma,27,
jahina,27,
tasima,27,
faiza,27,
ramababu,27,
zubeda,27,
ayaja,27,
haphiza,27,
anarula,27,
sukaru,27,
abadullaha,27,
bilakesha,27,
ratnakara,27,
kisamati,27,
mastana,27,
alisa,27,
asaraphi,27,
priyaramjana,27,
kumaru,27,
nijami,27,
jasamina,27,
tabasasuma,27,
kshetri,27,
julaphakara,27,
lakho,27,
japhirula,27,
samashula,27,
rathau.da,27,
masura,27,
araphata,27,
amgustari,27,
dervi,27,
abhimanyu,27,
ayodhya,27,
ramashamkara,27,
muntajira,27,
sajama,27,
bhaiya,27,
kapila,27,
arabaza,27,
moinauddina,27,
hemabarama,27,
baidya,27,
anushka,27,
moyina,27,
shivashamkara,27,
sharika,27,
aphazala,27,
lalabahadura,27,
najisha,27,
mohasima,27,
rena,27,
rupali,27,
krrishnana,27,
niluphara,27,
kavira,27,
hasanata,27,
champa,27,
erama,27,
prita,27,
adalata,27,
vivekanamda,27,
chamdela,27,
jalisa,27,
khare,26,
bashara,26,
jaॉna,26,
kitabudina,26,
chakrabarti,26,
chachana,26,
kamalauddina,26,
samjura,26,
moida,26,
asarara,26,
sadare,26,
mahatava,26,
rahana,26,
bubana,26,
hasamda,26,
bakhala,26,
amisha,26,
pimtu,26,
sheru,26,
devi|,26,
emaara,26,
arafina,26,
adanana,26,
ibarahima,26,
simham,26,
kabari,26,
nuraseda,26,
kamana,26,
pheku,26,
jamirula,26,
paha.diya,26,
aveda,26,
saiphulla,26,
rafiqa,26,
kayama,26,
deni,26,
mastakima,26,
gulaphama,26,
jamirudina,26,
naumana,26,
lalamati,26,
apharidi,26,
maya.n,26,
kushabaha,26,
phaima,26,
ovaisa,26,
mojiburrahamana,26,
