Surname,Count,
mem,1,
chandranaprasada,1,
aziba,1,
sainasi,1,
phensi,1,
muspaki,1,
alavali,1,
sirala,1,
sakaida,1,
rake,1,
ishananama,1,
majembula,1,
kamujajama,1,
takaseruna,1,
naumina,1,
suramuni,1,
agustari,1,
rihasi,1,
gelo,1,
nurinajam,1,
navistha,1,
nemshi,1,
prasadeva,1,
bhudo,1,
minisatara,1,
fauziyabano,1,
sarbi,1,
phirajaibi,1,
tarainama,1,
nurasehara,1,
sahakadara,1,
sahaigu,1,
anasevi,1,
rahamila,1,
rajimana,1,
sarajunula,1,
anajaruna,1,
aterana,1,
munakeshurarhamana,1,
aphagaruna,1,
suphiyaja,1,
rejalalamamdala,1,
kisbu,1,
naeva,1,
rahajabi,1,
jameharuna,1,
gulapravina,1,
nahada,1,
nurahafaza,1,
najipha,1,
kalinda,1,
apurna,1,
rajavanta,1,
alodhana,1,
shahivana,1,
khatanesha,1,
bindalala,1,
juvayada,1,
tuduu,1,
pokharu,1,
mujjsama,1,
rahamatapura,1,
vaisakhu,1,
gulasahanaja,1,
mufarada,1,
takasora,1,
manikata,1,
hairuddyina,1,
parabhina,1,
mujmeri,1,
salemuddina,1,
jeno,1,
suhago,1,
naisara,1,
gomati,1,
saraphamdadina,1,
chamdanebegama,1,
najabunana,1,
saphediya,1,
maladariya,1,
kainojiya,1,
hathua,1,
hebi,1,
amitabhabachana,1,
brrijalala,1,
rijvanullaha,1,
ravinakumari,1,
khushabudevi,1,
bijuri,1,
vesa,1,
mazirudadina,1,
ghumamti,1,
junedaalama,1,
asaka,1,
nurbanu,1,
gohera,1,
pampikumari,1,
sa~njabi,1,
sanevaja,1,
bibinaja,1,
shaharujjamala,1,
gaiyara,1,
khunama,1,
baimgama,1,
nakki,1,
eksada,1,
mushkabara,1,
rosbina,1,
vinasama,1,
dilabano,1,
enoudina,1,
seharabano,1,
gomani,1,
fpha,1,
dukhokhatuna,1,
bhadebula,1,
mohakhina,1,
misababula,1,
chamarena,1,
alamasara,1,
tanazima,1,
gravina,1,
inayula,1,
saiyaphula,1,
gausoddina,1,
shitabuddina,1,
kusku,1,
phajaudina,1,
traranuma,1,
majunesha,1,
sarapana,1,
nisaru,1,
sohele,1,
mmima,1,
majje,1,
mushatara,1,
tonaya,1,
dhanaulla,1,
jalabudina,1,
chitramgata,1,
ranisaha,1,
satabari,1,
haraphodina,1,
hairudina,1,
hakrijana,1,
bairura,1,
farajina,1,
maheleka,1,
shahadani,1,
abunaja,1,
mujagari,1,
ramjuma,1,
amjerula,1,
gujharana,1,
hasametuna,1,
kaha.nkesa,1,
shabanami,1,
reshbabula,1,
gulajaruna,1,
shaphiki,1,
mamsarajanata,1,
ganeshiya,1,
sobaraniya,1,
gamgabhara,1,
"nata,",1,
hathava,1,
kajipura,1,
jajana,1,
khataom,1,
amirunnesa,1,
appi,1,
abanasara,1,
tarasana,1,
ajamela,1,
nasimodina,1,
rephakuna,1,
tahasija,1,
shahanasabi,1,
sahili,1,
muslimudadina,1,
misaroja,1,
charuma,1,
alabeli,1,
avalega,1,
ruhnavaza,1,
numaishi,1,
bajauddina,1,
mumnakisa,1,
shaphurana,1,
pharasi,1,
aveshakarani,1,
takudusa,1,
gulasabi,1,
shahapharina,1,
alaguma,1,
sakerula,1,
sadaraddina,1,
kaliuddina,1,
rajivala,1,
dilakaashi,1,
mahasheri,1,
bhutttha,1,
bebijana,1,
lajamaudina,1,
alsima,1,
abunazara,1,
nibham,1,
phatimgi,1,
saburani,1,
ratuli,1,
khaliha,1,
gimtajali,1,
ribano,1,
rathaira,1,
nuraayasa,1,
risala,1,
shavetakumari,1,
hushanajabi,1,
masavivara,1,
hemramba,1,
hallu,1,
masavara,1,
shuramana,1,
raphido,1,
sahanaba,1,
maholaka,1,
asadaraja,1,
savatarannuma,1,
dilasadi,1,
rukhashada,1,
hushandi,1,
salimuddhina,1,
taslimamudina,1,
taphejuna,1,
kalaba,1,
jarda,1,
bhusakivati,1,
kochinavati,1,
chandrrivati,1,
tupovati,1,
chamimari,1,
jagesvara,1,
hairodina,1,
kunjovati,1,
komovati,1,
chimtavati,1,
shauphara,1,
kalubakasa,1,
laalama,1,
pharinanaza,1,
shelatu,1,
naujara,1,
nurasova,1,
bhatatu,1,
jitatu,1,
gulavisha,1,
varamana,1,
dujiya,1,
ra.ngava.n,1,
vrritalala,1,
phajalulaha,1,
bhanushali,1,
hossana,1,
amveya,1,
praravi,1,
shanichariya,1,
chepi,1,
musphina,1,
jiyasudina,1,
lalamei,1,
amamauddina,1,
raviyakhatuna,1,
supi,1,
dhapo,1,
nirovala,1,
yaminivala,1,
thosa,1,
misku,1,
chola,1,
kephodina,1,
bagaghu,1,
humbrama,1,
mohirbualama,1,
shatimani,1,
bebama,1,
sujivala,1,
mundovati,1,
gulaharanna,1,
mkamudina,1,
kajarmi,1,
tilotama,1,
paleta,1,
jahayaramasaha,1,
yadnabi,1,
yadau,1,
rijavanulalaha,1,
yasudina,1,
amejula,1,
sirovati,1,
sametulla,1,
thasamina,1,
visakale,1,
sairuuddina,1,
mahisadvina,1,
sajaudadina,1,
aputaliya,1,
umejana,1,
dilasaba,1,
jehula,1,
amaluddiena,1,
suryavati,1,
vasiroddina,1,
kisanalala,1,
imadaudina,1,
aqamala,1,
phatte,1,
asabuddina,1,
fainasi,1,
mahebudina,1,
ekaderava,1,
hakidani,1,
nijulaha,1,
sheragila,1,
sanakuvara,1,
ayushri,1,
kumara[],1,
narabadiya,1,
badakhasa,1,
shamkhavati,1,
shimalavati,1,
bhagali,1,
hasda.n,1,
badaruzzamana,1,
ruhinaza,1,
ijabuddina,1,
batti,1,
bhimalala,1,
butasaravati,1,
vulanavati,1,
sagovati,1,
uddinaka,1,
pravaza,1,
mimaroja,1,
msohila,1,
naisatari,1,
mokammala,1,
mandadevi,1,
mohatmi,1,
jagadevalala,1,
janaiva,1,
umamehani,1,
kokashanaja,1,
chanabegama,1,
kahatariya,1,
goala,1,
ashamuni,1,
naibeda,1,
najiruna,1,
thamdarani,1,
sambuli,1,
roni,1,
phalasari,1,
shahabani,1,
uhembrama,1,
menomaramdi,1,
sukaramani,1,
thomovati,1,
titovati,1,
juho,1,
khedibati,1,
jamaleddina,1,
aboddina,1,
shyamolivati,1,
vindovati,1,
kaluvati,1,
khiravati,1,
tarabatti,1,
sairanu,1,
mohalaka,1,
jyotisa,1,
sejabi,1,
tasibuddina,1,
lotani,1,
semava,1,
haphijadina,1,
jamasuddina,1,
najmushaha,1,
semuva,1,
avushama,1,
khatibuddina,1,
saniraudadina,1,
betabi,1,
nishambegama,1,
saraudadina,1,
asahavudina,1,
harizana,1,
tajephuna,1,
golareja,1,
humajarina,1,
eraja,1,
nabibuna,1,
taleya,1,
akshita,1,
mahalujara,1,
chadamahamada,1,
shanasaravara,1,
akhtuna,1,
alimi,1,
siddiqina,1,
basakka,1,
ipteshvara,1,
badarura,1,
sahansabi,1,
mahiyodina,1,
jagura,1,
zarrena,1,
khelana,1,
mehaudadina,1,
sobenaja,1,
khachatuna,1,
shadamanibegama,1,
mubbasira,1,
rajaudadina,1,
hasiroddina,1,
mahashila,1,
lamani,1,
asalamo,1,
bhagovati,1,
rajeha,1,
haman,1,
arabila,1,
paravajaja,1,
samaraja,1,
ora,1,
kulavula,1,
mermu,1,
najiphana,1,
`reja,1,
mannanana,1,
hejaja,1,
farahajabi,1,
tasalimoddina,1,
mahamaudina,1,
jhusara,1,
alajama,1,
she~njabi,1,
hemaremana,1,
asadareja,1,
asiradrina,1,
poyari,1,
shamsujjama,1,
mephiroja,1,
semava.n,1,
saphenaja,1,
milovati,1,
ruki,1,
sahagula,1,
tuphanu,1,
firadasa,1,
kamujjamana,1,
hakimi,1,
kajema,1,
sahajidana,1,
sirali,1,
umhato,1,
kashchara,1,
taimulanisha,1,
vachaba,1,
nijumu,1,
chamdamahamada,1,
pandashreya,1,
kaisharavano,1,
sahabahusena,1,
mojmaurphi,1,
raisoddina,1,
bholivati,1,
sahenashaha,1,
mamganivati,1,
mosahina,1,
tasidina,1,
nahista,1,
shanagrabegama,1,
pharesava,1,
sanaharuda,1,
apisara,1,
malimauddina,1,
begakama,1,
salimodvina,1,
gajiyanaja,1,
bhagadani,1,
aqlabala,1,
mahetilaata,1,
sedullaha,1,
senajabi,1,
morasima,1,
sharukhana,1,
veshara,1,
jevatanavira,1,
sahimodina,1,
gulekasa,1,
atavurrahamana,1,
tahamuda,1,
jainouddina,1,
rubanaka,1,
nurislama,1,
ainodina,1,
sahavati,1,
sairoddina,1,
akhrata,1,
maherani,1,
shakulala,1,
rahimakhatuna,1,
aliphuddina,1,
abiraja,1,
domanivati,1,
navemda,1,
sephunanisa,1,
ehasena,1,
imnajaruna,1,
jahidarrahamana,1,
mushrata,1,
hamerula,1,
mainovati,1,
sukalaha,1,
aulani,1,
rimatuna,1,
senasabi,1,
kutuvadina,1,
shambhusaha,1,
bosaphora,1,
chadavrri,1,
harshavaddhana,1,
duda,1,
umulabara,1,
nurafatama,1,
kamarasulatana,1,
prassada,1,
arakhtara,1,
marodi,1,
munamu,1,
mainokesku,1,
sameshavara,1,
mugala,1,
muzzafara,1,
mujhahida,1,
amrita,1,
saghovati,1,
sovinda,1,
murataka,1,
imzaruna,1,
sabiruddin,1,
asarufa,1,
dilashaba,1,
saphirdarahamana,1,
ainulahuda,1,
nimasari,1,
ramphivati,1,
bachchavavu,1,
chaui,1,
hasadi,1,
phasakira,1,
tvasuna,1,
komsara,1,
alijaphara,1,
akasana,1,
bahaduddu,1,
hairanu,1,
mumatu,1,
aphadu,1,
pirava,1,
haviburrahamana,1,
thumani,1,
babegama,1,
jaha.nmama,1,
havevula,1,
tanujama,1,
jotiya.n,1,
shailendralala,1,
nijamana,1,
maomustafa,1,
aravimdagiri,1,
avatariya,1,
najabana,1,
munava,1,
rahuata,1,
shagphuta,1,
sakulla,1,
lakasaravati,1,
ajamaja,1,
jinetumna,1,
rajaha,1,
khirovati,1,
muremu,1,
liluphara,1,
paravima,1,
teparivati,1,
salimodina,1,
thumo,1,
moinodina,1,
reshamivati,1,
pavanalala,1,
majovati,1,
naijama,1,
shkila,1,
yakimna,1,
prabin,1,
resada,1,
dararusha,1,
bulukhi,1,
ragibashamasi,1,
tajipha,1,
sajavudina,1,
gulesharuna,1,
phaimoddina,1,
alhaja,1,
geharujamma,1,
mehajaki,1,
alphoddina,1,
jababodina,1,
alaphoddina,1,
pilasu,1,
saraphabula,1,
saharodina,1,
asabara,1,
idamuhamada,1,
chatusaha,1,
durdadashi,1,
auna,1,
chukhiya,1,
akashakumara,1,
ramasulisa,1,
ninayuddina,1,
shahnavaja,1,
pagavina,1,
gyasuudina,1,
ravannaqa,1,
jaha.nkheruna,1,
tudaॉ,1,
mahanabuddina,1,
lebulala,1,
aphatabudina,1,
saphimka,1,
sabuktanaja,1,
hairuddina,1,
ibateshama,1,
jaigunnisha.n,1,
vauni,1,
arasadareja,1,
imaraila,1,
jubeya,1,
alamani,1,
suni,1,
alakakumari,1,
chamelikho,1,
padahi,1,
mojaha.ngira,1,
mosanaurrahamana,1,
tasfina,1,
ujajama.n,1,
ujjamaॉ|,1,
rianasari,1,
roksada,1,
saferuna,1,
tashakira,1,
bujaphara,1,
jarika,1,
chiraniya.n,1,
amekhala,1,
nahembrama,1,
nbegama,1,
alanima,1,
akhaseruna,1,
patasu,1,
samjitakumara,1,
dholbazza,1,
jayasavala,,1
efsfa,1,
bibhakumari,1,
pharavi,1,
sahiyohadadina,1,
laiphoddina,1,
nashora,1,
kumarasahu,1,
phakrayudina,1,
mojarida,1,
ishmaila,1,
jesavala,1,
bughami,1,
nishamula,1,
umaraila,1,
rikhayana,1,
riksaya.n,1,
tibarebala,1,
mamdiya,1,
vabuna,1,
bavuna,1,
tiberaavala,1,
dolavala,1,
aramila,1,
kavida,1,
musahisa,1,
farosina,1,
nasahada,1,
vilasasimha,1,
pathabana,1,
parasharana,1,
depanarayam,1,
nihayajana,1,
photani,1,
suviya,1,
munasari,1,
vauvi,1,
nevana,1,
hasabanu,1,
sebhata,1,
asaphahana,1,
kamida,1,
shiyeela,1,
manaqiba,1,
sanadiliya,1,
raj~nana,1,
vadela,1,
navinakumara,1,
priyasha,1,
khatunada,1,
abhiraj~nana,1,
nibika,1,
dubari,1,
biibi,1,
sahanaina,1,
taramum,1,
isvari,1,
mahalada,1,
kjumara,1,
aphreja,1,
jayatavala,1,
esabula,1,
priydarbhiya,1,
sonita,1,
reshamikumari,1,
dugeshvari,1,
pharuk,1,
bakhari,1,
samabira,1,
kabitadevi,1,
nitrhata,1,
tejana,1,
kumarapoddara,1,
pantita,1,
yadavenadu,1,
pha.ntuva,1,
nayinaudina,1,
jayamuliya,1,
chaurasiya',1,
timpu,1,
navihani,1,
kulphana,1,
jibail,1,
kanunavala,1,
vinitachandra,1,
sakinaka,1,
japharajaha.n,1,
tosdika,1,
uduna,1,
muslisa,1,
shamasundari,1,
musarta,1,
bindura,1,
shivamani,1,
kuvi,1,
karimuralaha,1,
musirajuddina,1,
kumaripha,1,
pratimlata,1,
nehavala,1,
dumariya,1,
mo0ashalama,1,
simgza,1,
shaurena,1,
rainiyara,1,
khudabakasa,1,
`simha,1,
ravipachandra,1,
muomunna,1,
muokavila,1,
mjbula,1,
ka????,1,
abavata,1,
phujo,1,
sugano,1,
shakuntla,1,
gesvami,1,
medravuda,1,
haripana,1,
deshabandhu,1,
ramaismara,1,
samundradevi,1,
ainulakhatuna,1,
rakshi,1,
babuhasana,1,
rajabegama,1,
amgaraja,1,
usamaha,1,
anarogidevi,1,
kuviyadevi,1,
meharunesa,1,
renaulllha,1,
abutalha,1,
samnajata,1,
ku॰mehata,1,
jemuddina,1,
rabudani,1,
mo0ajimudadina,1,
nasimudidam,1,
jhajhara,1,
soharada,1,
jasamata,1,
kujaura,1,
memulahaka,1,
saikulalaha,1,
isimuddina,1,
shehabuddina,1,
nuvhara,1,
kulasula,1,
daridana,1,
lallka,1,
molati,1,
nulesha,1,
saidarahumana,1,
sakimuddina,1,
tabajjuma,1,
irgu.diya,1,
mava,1,
mohemanayu,1,
phulaali,1,
vasikujjama,1,
simgashana,1,
patahusaina,1,
abadhesha,1,
chaturdevi,1,
mujafira,1,
vaiidara,1,
bhuradi,1,
nukasana,1,
abunaiyara,1,
sak?ko,1,
sitavani,1,
manaudana,1,
jibarraila,1,
hephajudina,1,
imasina,1,
mohaaphaka,1,
mohasidimka,1,
mejula,1,
mufila,1,
jaleshani,1,
shekhakalama,1,
shadau,1,
sapharudvina,1,
satulama,1,
sesuna,1,
sainala,1,
phaijurrahamana,1,
shuveda,1,
shartula,1,
netuda,1,
hashimuddina,1,
sasana,1,
vivaruna,1,
mumatajana,1,
khushanehala,1,
malushana,1,
rahamna,1,
matuphana,1,
kiradosha,1,
uphina,1,
tauphina,1,
aurana,1,
daupati,1,
arana,1,
shrabhagata,1,
orau,1,
bisakarma,1,
ngara,1,
niphahata,1,
kusagara,1,
charturvedi,1,
bipda,1,
pathalakata,1,
avashada,1,
sitarasada,1,
kusemda,1,
kasiya,1,
nayamata,1,
pharamodana,1,
bhadeshavara,1,
unati,1,
sipaliya,1,
sehima,1,
sarasvatiya,1,
mathushri,1,
jatatari,1,
mubraka,1,
siiba,1,
garaku,1,
maimphula,1,
bhar,1,
juhuda,1,
gaphika,1,
yashavina,1,
takasina,1,
ravairuna,1,
bahajama,1,
taphira,1,
madhushala,1,
shahabuddina`,1,
dakha,1,
inatihana,1,
jabiraila,1,
gamhira,1,
jataro,1,
gulaisa,1,
amajida,1,
phiyatani,1,
basaruna,1,
rumiya,1,
hakamudina,1,
chagalu,1,
rokasarakhatuna,1,
tasalimaali,1,
tabbasama,1,
shumailaapravina,1,
deiya,1,
agrrihari,1,
aloudvina,1,
advaita,1,
vardrrina,1,
phakhari,1,
kabudana,1,
susada,1,
sujhamari,1,
shammira,1,
mumira,1,
alimunina,1,
taphaja,1,
rityananda,1,
abtaba,1,
nabaujana,1,
jimisitara,1,
kudiya,1,
minanatulalaha,1,
hammsada,1,
khurakuna,1,
sakharicha,1,
davodevi,1,
phekachidevi,1,
baukiyakhatuna,1,
chabbisada,1,
kuntidevi,1,
navaraja,1,
kumjada,1,
rarani,1,
anchelala,1,
kilomitarja,1,
phatiba,1,
eara,1,
dhadhera,1,
panadharisimha,1,
vishvamvaramehata,1,
sabadhusada,1,
balalakhimdara,1,
rrishidev,1,
hidatulla,1,
abhiyadevi,1,
memrajaudina,1,
salaiya,1,
jaisuma,1,
abbuasima,1,
aphaseja,1,
jaiyapha,1,
alimani,1,
ikalasa,1,
magrupa,1,
tomhida,1,
darakhsa,1,
ttalima,1,
sajarauddina,1,
mabula,1,
saharudadina,1,
ravirejana,1,
goldikumari,1,
salekina,1,
ajijunnishaॉ,1,
jabiina,1,
berara,1,
chandrabali,1,
suryavali,1,
sajipha,1,
kutubudvina,1,
virakhi,1,
hamiuddina,1,
mutuni,1,
javudana,1,
nakisa,1,
kamaina,1,
hashamula,1,
majini,1,
gesula,1,
laihajana,1,
kalimuuddina,1,
ijula,1,
memhaphula,1,
hamudina,1,
jaॉhana,1,
masosumdari,1,
alakhidevi,1,
jhamelidasa,1,
kamgalidevi,1,
jarakara,1,
inadarisa,1,
alakhana,1,
shayamuta,1,
lechuadevi,1,
shivanamdayadava,1,
rrishideba,1,
amashera,1,
munnikatuna,1,
mo0jabbasa,1,
taibunisa.n,1,
mo0jamalauddina,1,
hiphajudina,1,
oji,1,
aiibula,1,
anashika,1,
basumatari,1,
shamarani,1,
vanovala,1,
shetuna,1,
jalakhuna,1,
gajadhara,1,
ramaniyama,1,
kumararajaka,1,
khurabi,1,
kashyapaka,1,
kuvem|ra,1,
sirati,1,
visvakrama,1,
sugapattta,1,
imadasa,1,
hakilana,1,
kumandala,1,
apurave,1,
majassuma,1,
dastagirara,1,
sadrrinisha,1,
irata,1,
mulayama,1,
rayajaudina,1,
hevari,1,
rameshvaryaube,1,
shyamanarayanasa,1,
muk?ta,1,
ninyananda,1,
ujipha,1,
hasamudvina,1,
imaraiaila,1,
taubaba,1,
jiveni,1,
bhabhikala,1,
rajadei,1,
hajapama,1,
kuvishvakarma,1,
sureshabhai,1,
kasaidhana,1,
mutaba,1,
launa,1,
asamudadin,1,
najamunnisa,1,
kherunanisham,1,
abajara,1,
uphasana,1,
khaurunanish||,1,
dhobhi,1,
abnula,1,
sadiba,1,
javiva,1,
semdeudadina,1,
injula,1,
samedauddina,1,
gufaraya,1,
divyarani,1,
musaiva,1,
amjida,1,
jaikaruna,1,
rubesha,1,
gashiya,1,
nazuzzama,1,
aiisa,1,
goyata,1,
jamasara,1,
mapherula,1,
chutiya,1,
ramatulli,1,
tephajula,1,
mantalala,1,
shidevi,1,
egaja,1,
anabeja,1,
tratavideva,1,
kapani,1,
rimshideva,1,
iphija,1,
uramvva,1,
urave,1,
udayachanda,1,
mo0shapharudvina,1,
najda,1,
subbani,1,
ramguna,1,
jayasavamla,1,
dilaraji,1,
akaludina,1,
neyaba,1,
rajaviki,1,
phirdasa,1,
ittekhara,1,
aphasanakhatuna,1,
anaveja,1,
ulasipa,1,
nabasa,1,
sajau,1,
chasina,1,
tasaruddvina,1,
bhaulabi,1,
tararafa,1,
hasmatuna,1,
phadevi,1,
kamauta,1,
bebidevi,1,
bahidakhatuna,1,
rahisha.n,1,
mahiudyina,1,
kalaru,1,
jalesani,1,
phidarisa,1,
aviruddha,1,
chkravarti,1,
parameza,1,
chandabano,1,
richideva,1,
shabarana,1,
sazadina,1,
phejulabari,1,
sujtana,1,
limha,1,
mo0munna,1,
memunisa,1,
sahamani,1,
rukauddina,1,
shahanaavaja,1,
sahebauddina,1,
shenula,1,
barodi,1,
madayayana,1,
malllaha,1,
bhularadevi,1,
shyamanamda,1,
jivaramala,1,
jhimgaru,1,
bhargana,1,
lakhanalala,1,
gotabachamda,1,
aphasahana,1,
mojadira,1,
misarama,1,
mipa,1,
giranannada,1,
bishamsha,1,
maradara,1,
mujjmila,1,
ratila,1,
rajina0,1,
rarishadeva,1,
yanu,1,
phuirkana,1,
shadiyatarunuja,1,
khatunaniya.n,1,
kasimajaya,1,
jamiakhatara,1,
sahabalala,1,
taranme,1,
khabiba,1,
phulavibi,1,
alkama,1,
saihara,1,
badeshaba,1,
neyata,1,
akiphujja,1,
ambamdha,1,
dibaja,1,
raushama,1,
phulajari,1,
shadarealama,1,
shakilujjamam,1,
shasini,1,
bhaima,1,
suganamudiyari,1,
badarimuriyari,1,
rasulama,1,
majavvara,1,
bhulatuna,1,
khaudaija,1,
jubrala,1,
irsalama,1,
birani,1,
khaveda,1,
kududa,1,
ajavena,1,
manideva,1,
maratendu,1,
bhuvaneshavariyadava,1,
chathulalayadava,1,
uphana,1,
budhuni,1,
talamaiya,1,
shobhanamda,1,
bhikhanamiyam,1,
hadimana,1,
jamaruda,1,
iteshamuddina,1,
mohibbula,1,
tabbuma,1,
shastrarsi,1,
visunadeva,1,
pasavanasha,1,
mo0gulaba,1,
zahamada,1,
shirinavasi,1,
thakurada,1,
gauha,1,
isaratunnisa,1,
mehararunnsia,1,
talemudadhina,1,
phaijaalama,1,
afaruka,1,
safaqa,1,
jatiya,1,
shamsujjmma.cna,1,
jaibunisham,1,
hassaya,1,
ehatashaya,1,
jinnuraina,1,
himduja,1,
moaphasara,1,
aula,1,
nosadaali,1,
nusarava,1,
mo0bechana,1,
mokisa,1,
rajava,1,
dukhano,1,
mokalamuddina,1,
sa.cphaka,1,
motiu\_rhamana,1,
phulbabu,1,
vadarujjamaॉ,1,
phasha.n,1,
haqa`,1,
shaverina,1,
yadavama,1,
hakana,1,
karimudadina,1,
rahamatunnisaॉ,1,
nurunnisam,1,
ganani,1,
samiyam,1,
aladedina,1,
mo0janipha,1,
rakaida,1,
porauina,1,
asagarakham,1,
shamimam,1,
a~nliraja,1,
samaya,1,
hasnajana,1,
savarinapravina,1,
shasima,1,
dilakaisha,1,
kehakasa,1,
avdurashida,1,
kumbhaja,1,
kalesvara,1,
valavajaha.n,1,
asphakha,1,
neyajamudina,1,
kamaharujjama,1,
shaukbta,1,
abila,1,
badiujnama,1,
lakshminidha.n,1,
emaudvina,1,
takadisha,1,
meharaatuna,1,
rahamima,1,
mujilani,1,
belalauddina,1,
afarozi,1,
sabijana,1,
faradadina,1,
pritimala,1,
palasiya,1,
sagreja,1,
riyajullaha,1,
tararannuma,1,
uraphapha,1,
eechaesa,1,
madharkoda,1,
afazaluddina,1,
mokajima,1,
taivava,1,
navatoli,1,
mipra,1,
nabhima,1,
akashaha,1,
mohusaini,1,
ramapatapa,1,
jiyaurarahamana,1,
sadabhavani,1,
megama,1,
shikalagadha,1,
shikalagara,1,
samtoriya,1,
ajahauddina,1,
katati,1,
sivatena,1,
latuaa,1,
jiyaullha,1,
khurshana,1,
banne,1,
pale,1,
sahabaddina,1,
vatasayana,1,
tadabira,1,
umanamda,1,
abhiudaya,1,
vatasaya,1,
mamadevi,1,
chaupasiya,1,
unnusa,1,
ujamama,1,
musaabira,1,
pharanahida,1,
jikalla,1,
akhlala,1,
abusahama,1,
ijaharulahaqa,1,
isaraina,1,
sheshadri,1,
adityaramjana,1,
eri,1,
ramadala,1,
pulakitakamata,1,
jagabahadura,1,
ehatayarama,1,
muissa,1,
arastu,1,
zfira,1,
sofiyaja,1,
inteyajuddin,1,
jasemina,1,
kuriya,1,
muharuna,1,
sidheshvara,1,
shhanashaha,1,
sakilagara,1,
bilatudasa,1,
munsaripha,1,
ampuma,1,
nasapha,1,
aphtara,1,
nuraislama,1,
jamashaiha,1,
shamiujjama,1,
ainuyatulaha,1,
nasiudina,1,
rojavaja,1,
anavaaruna,1,
kallara,1,
obadaha,1,
husanavanu,1,
betullaha,1,
hakikujjma,1,
rejaullha,1,
saikhamotiura,1,
ajanudina,1,
chotakana,1,
khalika[],1,
havibulaha,1,
asdulagani,1,
phaizanuddina,1,
bajihulla,1,
raukaiya,1,
uvaidulla,1,
avaida,1,
hananna,1,
dilafiroza,1,
pravareja,1,
umamaimana,1,
naviraja,1,
isitkhara,1,
quresha,1,
robaisa,1,
guleshajada,1,
shavisha,1,
avedita,1,
magala,1,
ma.njura,1,
hajiyana,1,
ashokalata,1,
tamjara,1,
vaiyasa,1,
thakukra,1,
manojakumarasharma,1,
shav,1,
yunusaali,1,
aravalakurrahamana,1,
raine,1,
priyakam,1,
kumatari,1,
puspalata,1,
shamimaakho,1,
rakidukha,1,
mo0avaida,1,
mo0ovaisa,1,
karamudvina,1,
khejoda,1,
anamo,1,
aikada,1,
kamalasakhi,1,
lkuimari,1,
yayuva,1,
kauraayasha,1,
vikhaja,1,
shimgadem,1,
kolekara,1,
shaphaudina,1,
samarena,1,
zarakheza,1,
talla,1,
jaladei,1,
sunarabati,1,
soèva,1,
jauhada,1,
mishraqa,1,
iina,1,
khaika,1,
mehanajauddina,1,
masalauddhina,1,
saharunnisha,1,
baihana,1,
shajara,1,
atyabullaha,1,
chaupal,1,
tohafa,1,
saiphunanasa,1,
hamajala,1,
kamanata,1,
monakiya,1,
malada,1,
baimna,1,
chaupa,1,
chaurhari,1,
lashminarayana,1,
gauriya,1,
naushade,1,
raushanajaham,1,
paramiya,1,
khogaida,1,
khojaida,1,
vishasa,1,
parmariya,1,
salilaha,1,
rajeshasimha,1,
sahiduzzama,1,
azimaudavina,1,
aphamdi,1,
ramasariya,1,
nustfa,1,
sharuka,1,
mo0nesarula,1,
mo0anajara,1,
mo0tamanne,1,
ahamida,1,
`jha,1,
mamdadala,1,
basimma,1,
salimasekha,1,
pharadausa,1,
shaphirurrahamana,1,
manauri,1,
mehavak?sa,1,
`kuresi,1,
shamayama,1,
arasiya,1,
uhaphulavara,1,
najiballa,1,
rijavallaha,1,
zarinakhatuna,1,
bharma,1,
prayakumari,1,
kauara,1,
vishva'karma,1,
shivadeshvara,1,
suggavati,1,
timarikhiya,1,
rrishirama,1,
pamdito,1,
diji,1,
shomanatha,1,
priyanaina,1,
chanajotiya,1,
sarva,1,
nadahina,1,
rahamatujja,1,
rajanadani,1,
yadava|,1,
mallha,1,
uapadhaya,1,
yaganarayana,1,
anra,1,
shaidilya,1,
khano,1,
abusuphiya,1,
samunnisa,1,
mahaphu.nja,1,
nagago,1,
mamosima,1,
siyamunnisa,1,
jesula,1,
najaha,1,
gamjaphra,1,
sarudina,1,
sabidha,1,
hasdi,1,
shivadhara,1,
hashimki,1,
jakhulamasomata,1,
pradhumana,1,
galasudina,1,
moibudina,1,
kayumudina,1,
krripanidhana,1,
chanaradipa,1,
bhrajdvaja,1,
deviyam,1,
itika,1,
fidaisha,1,
ruyadava,1,
nasharudhina,1,
abarunisha,1,
shamshaka,1,
ramgini,1,
hare,1,
naimatunanisa,1,
kuchara,1,
mukhatfa,1,
resajhari,1,
hasibunnisaha,1,
majheruddina,1,
samtajiva,1,
manamendra,1,
avishesha,1,
kutabi,1,
amajullaha,1,
asararamatina,1,
tajaina,1,
urphalala,1,
knamari,1,
svani,1,
bandita,1,
mo0aphika,1,
mo0iphteyara,1,
ayauddina,1,
ramhana,1,
ravvo,1,
nnesaॉ,1,
pabvani,1,
phattaha,1,
samiyanaja,1,
kondilya,1,
pathkh,1,
vighyarthi,1,
mahiudvina,1,
khurma,1,
mahuari,1,
ka.cchara,1,
kiyasana,1,
saluraja,1,
phatamai,1,
ruhishba,1,
khalavara,1,
vishvakama,1,
kayamamudina,1,
monudina,1,
yadavaya,1,
samajuma,1,
jakiva,1,
shailabala,1,
mudhmda,1,
yarma,1,
vishkami,1,
rafta,1,
abharana,1,
basirudhina,1,
avahida,1,
dukhagha,1,
a~na,1,
tamkina,1,
jamuyara,1,
saphiha,1,
mobasserina,1,
esaemabadiujjama,1,
