jan_acpbno,ac_number,JAN_PB,delby_booth_janrolls,AC_Name,WON_2020,_2020_Margin_Absolute,_2020_Margin_Percentage,party_name,votes,share
1|245,1,245,311,Valmikinagar,JDU,21585,0.1200,BSP,5,0.6
100|111,100,111,311,Barauli,BJP,14155,0.0800,CPI,14,2.33
100|164,100,164,323,Barauli,BJP,14155,0.0800,CPI,5,1.38
100|163,100,163,345,Barauli,BJP,14155,0.0800,CPI,4,0.98
1|304,1,304,393,Valmikinagar,JDU,21585,0.1200,BSP,21,3.55
1|245,1,245,311,Valmikinagar,JDU,21585,0.1200,RJD,151,18.17
100|264,100,264,300,Barauli,BJP,14155,0.0800,CPI,32,7.42
100|164,100,164,323,Barauli,BJP,14155,0.0800,VIP,94,25.97
1|87,1,87,400,Valmikinagar,JDU,21585,0.1200,BSP,7,0.85
1|87,1,87,400,Valmikinagar,JDU,21585,0.1200,RJD,221,26.98
100|28,100,28,306,Barauli,BJP,14155,0.0800,CPI,3,1.01
100|196,100,196,320,Barauli,BJP,14155,0.0800,JD(U),213,34.13
1|245,1,245,311,Valmikinagar,JDU,21585,0.1200,JD(U),599,72.08
100|111,100,111,311,Barauli,BJP,14155,0.0800,VIP,287,47.83
100|29,100,29,381,Barauli,BJP,14155,0.0800,VIP,208,53.61
100|148,100,148,357,Barauli,BJP,14155,0.0800,JD(U),300,41.78
100|164,100,164,323,Barauli,BJP,14155,0.0800,JD(U),180,49.72
100|163,100,163,345,Barauli,BJP,14155,0.0800,VIP,45,11.06
100|148,100,148,357,Barauli,BJP,14155,0.0800,VIP,292,40.67
1|304,1,304,393,Valmikinagar,JDU,21585,0.1200,RJD,208,35.19
1|304,1,304,393,Valmikinagar,JDU,21585,0.1200,JD(U),254,42.98
100|196,100,196,320,Barauli,BJP,14155,0.0800,CPI,7,1.12
100|195,100,195,320,Barauli,BJP,14155,0.0800,JD(U),333,54.15
101|1,101,1,641,Gopalganj,BJP,36752,0.2100,JD(U),171,46.98
100|200,100,200,463,Barauli,BJP,14155,0.0800,JD(U),332,55.89
100|196,100,196,320,Barauli,BJP,14155,0.0800,VIP,320,51.28
100|201,100,201,335,Barauli,BJP,14155,0.0800,VIP,253,34.38
100|195,100,195,320,Barauli,BJP,14155,0.0800,VIP,195,31.71
100|24,100,24,314,Barauli,BJP,14155,0.0800,JD(U),38,6.45
100|24,100,24,314,Barauli,BJP,14155,0.0800,CPI,4,0.68
101|106,101,106,349,Gopalganj,BJP,36752,0.2100,JD(U),441,54.51
100|28,100,28,306,Barauli,BJP,14155,0.0800,VIP,197,66.55
100|264,100,264,300,Barauli,BJP,14155,0.0800,JD(U),159,36.89
100|24,100,24,314,Barauli,BJP,14155,0.0800,VIP,503,85.4
100|111,100,111,311,Barauli,BJP,14155,0.0800,JD(U),227,37.83
100|200,100,200,463,Barauli,BJP,14155,0.0800,CPI,17,2.86
100|163,100,163,345,Barauli,BJP,14155,0.0800,JD(U),323,79.36
101|115,101,115,313,Gopalganj,BJP,36752,0.2100,JD(U),157,48.61
100|195,100,195,320,Barauli,BJP,14155,0.0800,CPI,10,1.63
100|29,100,29,381,Barauli,BJP,14155,0.0800,CPI,4,1.03
100|62,100,62,306,Barauli,BJP,14155,0.0800,CPI,20,2.88
100|30,100,30,466,Barauli,BJP,14155,0.0800,JD(U),109,20.11
101|1,101,1,641,Gopalganj,BJP,36752,0.2100,VIP,133,36.54
100|201,100,201,335,Barauli,BJP,14155,0.0800,CPI,17,2.31
101|106,101,106,349,Gopalganj,BJP,36752,0.2100,CPI,18,2.22
100|201,100,201,335,Barauli,BJP,14155,0.0800,JD(U),332,45.11
101|119,101,119,419,Gopalganj,BJP,36752,0.2100,VIP,99,14.73
101|130,101,130,323,Gopalganj,BJP,36752,0.2100,CPI,2,0.43
100|30,100,30,466,Barauli,BJP,14155,0.0800,VIP,385,71.03
100|81,100,81,300,Barauli,BJP,14155,0.0800,VIP,179,26.56
100|264,100,264,300,Barauli,BJP,14155,0.0800,VIP,186,43.16
101|103,101,103,300,Gopalganj,BJP,36752,0.2100,VIP,129,44.48
101|132,101,132,483,Gopalganj,BJP,36752,0.2100,VIP,93,34.96
101|120,101,120,359,Gopalganj,BJP,36752,0.2100,JD(U),432,73.85
101|10,101,10,341,Gopalganj,BJP,36752,0.2100,JD(U),139,30.68
100|29,100,29,381,Barauli,BJP,14155,0.0800,JD(U),131,33.76
101|127,101,127,319,Gopalganj,BJP,36752,0.2100,CPI,1,0.24
101|137,101,137,494,Gopalganj,BJP,36752,0.2100,JD(U),160,48.19
101|103,101,103,300,Gopalganj,BJP,36752,0.2100,CPI,7,2.41
101|13,101,13,527,Gopalganj,BJP,36752,0.2100,JD(U),67,13.93
101|130,101,130,323,Gopalganj,BJP,36752,0.2100,VIP,125,26.94
100|81,100,81,300,Barauli,BJP,14155,0.0800,CPI,12,1.78
101|136,101,136,365,Gopalganj,BJP,36752,0.2100,JD(U),144,46.01
100|28,100,28,306,Barauli,BJP,14155,0.0800,JD(U),72,24.32
101|157,101,157,398,Gopalganj,BJP,36752,0.2100,VIP,156,42.39
101|106,101,106,349,Gopalganj,BJP,36752,0.2100,VIP,276,34.12
100|62,100,62,306,Barauli,BJP,14155,0.0800,JD(U),448,64.46
101|160,101,160,411,Gopalganj,BJP,36752,0.2100,VIP,96,27.43
101|115,101,115,313,Gopalganj,BJP,36752,0.2100,VIP,118,36.53
101|120,101,120,359,Gopalganj,BJP,36752,0.2100,CPI,13,2.22
101|134,101,134,439,Gopalganj,BJP,36752,0.2100,VIP,169,34.99
100|81,100,81,300,Barauli,BJP,14155,0.0800,JD(U),332,49.26
101|10,101,10,341,Gopalganj,BJP,36752,0.2100,CPI,12,2.65
101|1,101,1,641,Gopalganj,BJP,36752,0.2100,CPI,11,3.02
101|127,101,127,319,Gopalganj,BJP,36752,0.2100,VIP,80,19.14
101|10,101,10,341,Gopalganj,BJP,36752,0.2100,VIP,254,56.07
101|163,101,163,435,Gopalganj,BJP,36752,0.2100,CPI,18,3.69
101|13,101,13,527,Gopalganj,BJP,36752,0.2100,CPI,11,2.29
101|161,101,161,491,Gopalganj,BJP,36752,0.2100,CPI,4,1.03
101|121,101,121,307,Gopalganj,BJP,36752,0.2100,JD(U),190,64.19
101|167,101,167,412,Gopalganj,BJP,36752,0.2100,JD(U),400,51.48
101|151,101,151,403,Gopalganj,BJP,36752,0.2100,JD(U),385,68.63
101|120,101,120,359,Gopalganj,BJP,36752,0.2100,VIP,101,17.26
101|171,101,171,311,Gopalganj,BJP,36752,0.2100,VIP,344,54
101|132,101,132,483,Gopalganj,BJP,36752,0.2100,JD(U),154,57.89
101|121,101,121,307,Gopalganj,BJP,36752,0.2100,VIP,78,26.35
101|187,101,187,324,Gopalganj,BJP,36752,0.2100,JD(U),286,59.09
101|123,101,123,314,Gopalganj,BJP,36752,0.2100,CPI,9,2.4
101|163,101,163,435,Gopalganj,BJP,36752,0.2100,VIP,98,20.08
101|188,101,188,303,Gopalganj,BJP,36752,0.2100,VIP,111,29.06
101|126,101,126,341,Gopalganj,BJP,36752,0.2100,CPI,7,1.12
101|164,101,164,341,Gopalganj,BJP,36752,0.2100,CPI,12,2.74
101|20,101,20,329,Gopalganj,BJP,36752,0.2100,JD(U),311,56.44
101|126,101,126,341,Gopalganj,BJP,36752,0.2100,VIP,112,17.95
101|213,101,213,327,Gopalganj,BJP,36752,0.2100,CPI,22,4.93
101|134,101,134,439,Gopalganj,BJP,36752,0.2100,CPI,5,1.04
101|25,101,25,301,Gopalganj,BJP,36752,0.2100,JD(U),325,55.75
101|324,101,324,342,Gopalganj,BJP,36752,0.2100,CPI,5,0.88
101|45,101,45,407,Gopalganj,BJP,36752,0.2100,CPI,4,1.28
101|13,101,13,527,Gopalganj,BJP,36752,0.2100,VIP,325,67.57
101|136,101,136,365,Gopalganj,BJP,36752,0.2100,CPI,14,4.47
101|137,101,137,494,Gopalganj,BJP,36752,0.2100,VIP,135,40.66
101|134,101,134,439,Gopalganj,BJP,36752,0.2100,JD(U),251,51.97
101|130,101,130,323,Gopalganj,BJP,36752,0.2100,JD(U),324,69.83
101|48,101,48,379,Gopalganj,BJP,36752,0.2100,CPI,12,1.68
101|136,101,136,365,Gopalganj,BJP,36752,0.2100,VIP,132,42.17
101|137,101,137,494,Gopalganj,BJP,36752,0.2100,CPI,10,3.01
101|14,101,14,413,Gopalganj,BJP,36752,0.2100,JD(U),28,8.28
101|141,101,141,300,Gopalganj,BJP,36752,0.2100,VIP,142,30.02
101|151,101,151,403,Gopalganj,BJP,36752,0.2100,VIP,116,20.68
101|126,101,126,341,Gopalganj,BJP,36752,0.2100,JD(U),465,74.52
101|164,101,164,341,Gopalganj,BJP,36752,0.2100,JD(U),244,55.71
101|155,101,155,438,Gopalganj,BJP,36752,0.2100,CPI,16,4.28
101|141,101,141,300,Gopalganj,BJP,36752,0.2100,CPI,5,1.06
101|148,101,148,598,Gopalganj,BJP,36752,0.2100,JD(U),469,70
101|167,101,167,412,Gopalganj,BJP,36752,0.2100,CPI,19,2.45
101|157,101,157,398,Gopalganj,BJP,36752,0.2100,JD(U),149,40.49
101|148,101,148,598,Gopalganj,BJP,36752,0.2100,VIP,153,22.84
101|149,101,149,334,Gopalganj,BJP,36752,0.2100,VIP,68,18.18
101|148,101,148,598,Gopalganj,BJP,36752,0.2100,CPI,5,0.75
101|161,101,161,491,Gopalganj,BJP,36752,0.2100,JD(U),275,71.06
101|169,101,169,377,Gopalganj,BJP,36752,0.2100,CPI,28,4.98
101|48,101,48,379,Gopalganj,BJP,36752,0.2100,VIP,193,27.03
101|15,101,15,426,Gopalganj,BJP,36752,0.2100,JD(U),175,31.93
101|15,101,15,426,Gopalganj,BJP,36752,0.2100,VIP,291,53.1
101|26,101,26,353,Gopalganj,BJP,36752,0.2100,JD(U),503,61.79
101|127,101,127,319,Gopalganj,BJP,36752,0.2100,JD(U),316,75.6
101|45,101,45,407,Gopalganj,BJP,36752,0.2100,JD(U),207,66.35
101|150,101,150,342,Gopalganj,BJP,36752,0.2100,VIP,107,24.6
101|65,101,65,307,Gopalganj,BJP,36752,0.2100,VIP,282,39.83
101|159,101,159,523,Gopalganj,BJP,36752,0.2100,JD(U),388,60.16
101|14,101,14,413,Gopalganj,BJP,36752,0.2100,VIP,244,72.19
101|81,101,81,319,Gopalganj,BJP,36752,0.2100,VIP,241,38.44
101|160,101,160,411,Gopalganj,BJP,36752,0.2100,JD(U),214,61.14
101|141,101,141,300,Gopalganj,BJP,36752,0.2100,JD(U),275,58.14
101|163,101,163,435,Gopalganj,BJP,36752,0.2100,JD(U),330,67.62
101|149,101,149,334,Gopalganj,BJP,36752,0.2100,CPI,4,1.07
101|151,101,151,403,Gopalganj,BJP,36752,0.2100,CPI,18,3.21
101|187,101,187,324,Gopalganj,BJP,36752,0.2100,VIP,91,18.8
101|92,101,92,336,Gopalganj,BJP,36752,0.2100,CPI,15,2.54
101|20,101,20,329,Gopalganj,BJP,36752,0.2100,CPI,8,1.45
101|161,101,161,491,Gopalganj,BJP,36752,0.2100,VIP,75,19.38
101|56,101,56,315,Gopalganj,BJP,36752,0.2100,CPI,7,1.78
1|87,1,87,400,Valmikinagar,JDU,21585,0.1200,JD(U),440,53.72
101|20,101,20,329,Gopalganj,BJP,36752,0.2100,VIP,93,16.88
102|142,102,142,358,Kuchaikote,JDU,20630,0.1200,BSP,12,2.04
102|155,102,155,340,Kuchaikote,JDU,20630,0.1200,VIP,148,24.22
101|69,101,69,310,Gopalganj,BJP,36752,0.2100,VIP,261,40.53
101|25,101,25,301,Gopalganj,BJP,36752,0.2100,CPI,4,0.69
101|153,101,153,359,Gopalganj,BJP,36752,0.2100,VIP,37,9.34
101|165,101,165,342,Gopalganj,BJP,36752,0.2100,VIP,179,30.19
101|72,101,72,348,Gopalganj,BJP,36752,0.2100,CPI,9,1.2
102|287,102,287,351,Kuchaikote,JDU,20630,0.1200,VIP,235,41.74
101|48,101,48,379,Gopalganj,BJP,36752,0.2100,JD(U),397,55.6
101|160,101,160,411,Gopalganj,BJP,36752,0.2100,CPI,9,2.57
101|73,101,73,344,Gopalganj,BJP,36752,0.2100,JD(U),319,70.89
101|154,101,154,613,Gopalganj,BJP,36752,0.2100,CPI,2,0.51
101|65,101,65,307,Gopalganj,BJP,36752,0.2100,JD(U),222,31.36
101|256,101,256,330,Gopalganj,BJP,36752,0.2100,JD(U),60,18.46
101|155,101,155,438,Gopalganj,BJP,36752,0.2100,VIP,197,52.67
101|81,101,81,319,Gopalganj,BJP,36752,0.2100,JD(U),324,51.67
101|169,101,169,377,Gopalganj,BJP,36752,0.2100,JD(U),160,28.47
101|324,101,324,342,Gopalganj,BJP,36752,0.2100,JD(U),365,64.15
101|153,101,153,359,Gopalganj,BJP,36752,0.2100,JD(U),332,83.84
101|171,101,171,311,Gopalganj,BJP,36752,0.2100,JD(U),233,36.58
101|154,101,154,613,Gopalganj,BJP,36752,0.2100,JD(U),332,84.91
101|73,101,73,344,Gopalganj,BJP,36752,0.2100,VIP,96,21.33
101|154,101,154,613,Gopalganj,BJP,36752,0.2100,VIP,43,11
101|159,101,159,523,Gopalganj,BJP,36752,0.2100,VIP,195,30.23
102|115,102,115,395,Kuchaikote,JDU,20630,0.1200,JD(U),369,85.61
102|115,102,115,395,Kuchaikote,JDU,20630,0.1200,BSP,8,1.86
102|53,102,53,397,Kuchaikote,JDU,20630,0.1200,JD(U),190,38.08
101|165,101,165,342,Gopalganj,BJP,36752,0.2100,CPI,36,6.07
102|120,102,120,378,Kuchaikote,JDU,20630,0.1200,BSP,3,0.87
101|187,101,187,324,Gopalganj,BJP,36752,0.2100,CPI,33,6.82
101|188,101,188,303,Gopalganj,BJP,36752,0.2100,JD(U),209,54.71
101|155,101,155,438,Gopalganj,BJP,36752,0.2100,JD(U),141,37.7
102|120,102,120,378,Kuchaikote,JDU,20630,0.1200,JD(U),228,65.9
102|8,102,8,345,Kuchaikote,JDU,20630,0.1200,VIP,199,74.81
101|256,101,256,330,Gopalganj,BJP,36752,0.2100,VIP,199,61.23
101|44,101,44,405,Gopalganj,BJP,36752,0.2100,CPI,3,1.36
102|96,102,96,301,Kuchaikote,JDU,20630,0.1200,JD(U),346,52.99
101|324,101,324,342,Gopalganj,BJP,36752,0.2100,VIP,137,24.08
102|134,102,134,345,Kuchaikote,JDU,20630,0.1200,JD(U),468,81.96
101|42,101,42,627,Gopalganj,BJP,36752,0.2100,CPI,7,2.22
102|115,102,115,395,Kuchaikote,JDU,20630,0.1200,VIP,17,3.94
103|18,103,18,316,Bhorey,JDU,462,0.0000,VIP,236,32.46
102|137,102,137,345,Kuchaikote,JDU,20630,0.1200,VIP,137,21.92
102|13,102,13,330,Kuchaikote,JDU,20630,0.1200,BSP,14,2.24
102|134,102,134,345,Kuchaikote,JDU,20630,0.1200,BSP,3,0.53
103|311,103,311,346,Bhorey,JDU,462,0.0000,VIP,41,17.98
101|188,101,188,303,Gopalganj,BJP,36752,0.2100,CPI,8,2.09
101|72,101,72,348,Gopalganj,BJP,36752,0.2100,VIP,212,28.3
101|42,101,42,627,Gopalganj,BJP,36752,0.2100,JD(U),127,40.32
102|148,102,148,324,Kuchaikote,JDU,20630,0.1200,JD(U),326,45.28
101|159,101,159,523,Gopalganj,BJP,36752,0.2100,CPI,17,2.64
104|179,104,179,310,Hathua,RJD,30527,0.1800,JD(U),456,66.57
102|121,102,121,361,Kuchaikote,JDU,20630,0.1200,BSP,5,1.46
101|164,101,164,341,Gopalganj,BJP,36752,0.2100,VIP,148,33.79
102|158,102,158,623,Kuchaikote,JDU,20630,0.1200,JD(U),247,50.61
104|179,104,179,310,Hathua,RJD,30527,0.1800,VIP,130,18.98
101|165,101,165,342,Gopalganj,BJP,36752,0.2100,JD(U),285,48.06
101|194,101,194,340,Gopalganj,BJP,36752,0.2100,JD(U),360,83.53
102|172,102,172,310,Kuchaikote,JDU,20630,0.1200,BSP,5,0.88
101|72,101,72,348,Gopalganj,BJP,36752,0.2100,JD(U),472,63.02
101|167,101,167,412,Gopalganj,BJP,36752,0.2100,VIP,217,27.93
102|121,102,121,361,Kuchaikote,JDU,20630,0.1200,JD(U),260,76.02
101|213,101,213,327,Gopalganj,BJP,36752,0.2100,JD(U),94,21.08
101|92,101,92,336,Gopalganj,BJP,36752,0.2100,VIP,155,26.27
101|42,101,42,627,Gopalganj,BJP,36752,0.2100,VIP,127,40.32
102|13,102,13,330,Kuchaikote,JDU,20630,0.1200,VIP,313,50
102|142,102,142,358,Kuchaikote,JDU,20630,0.1200,JD(U),362,61.56
101|44,101,44,405,Gopalganj,BJP,36752,0.2100,JD(U),61,27.73
102|137,102,137,345,Kuchaikote,JDU,20630,0.1200,JD(U),386,61.76
102|172,102,172,310,Kuchaikote,JDU,20630,0.1200,JD(U),270,47.54
102|162,102,162,314,Kuchaikote,JDU,20630,0.1200,VIP,81,17.57
101|169,101,169,377,Gopalganj,BJP,36752,0.2100,VIP,315,56.05
102|142,102,142,358,Kuchaikote,JDU,20630,0.1200,VIP,131,22.28
102|171,102,171,310,Kuchaikote,JDU,20630,0.1200,VIP,236,43.78
102|155,102,155,340,Kuchaikote,JDU,20630,0.1200,BSP,62,10.15
101|194,101,194,340,Gopalganj,BJP,36752,0.2100,CPI,4,0.93
102|158,102,158,623,Kuchaikote,JDU,20630,0.1200,BSP,12,2.46
101|194,101,194,340,Gopalganj,BJP,36752,0.2100,VIP,41,9.51
102|246,102,246,312,Kuchaikote,JDU,20630,0.1200,BSP,18,2.81
102|158,102,158,623,Kuchaikote,JDU,20630,0.1200,VIP,134,27.46
101|47,101,47,403,Gopalganj,BJP,36752,0.2100,JD(U),259,43.97
102|210,102,210,367,Kuchaikote,JDU,20630,0.1200,BSP,4,0.84
102|148,102,148,324,Kuchaikote,JDU,20630,0.1200,BSP,20,2.78
102|148,102,148,324,Kuchaikote,JDU,20630,0.1200,VIP,259,35.97
102|171,102,171,310,Kuchaikote,JDU,20630,0.1200,BSP,2,0.37
102|162,102,162,314,Kuchaikote,JDU,20630,0.1200,JD(U),335,72.67
101|25,101,25,301,Gopalganj,BJP,36752,0.2100,VIP,167,28.64
102|171,102,171,310,Kuchaikote,JDU,20630,0.1200,JD(U),226,41.93
110|146,110,146,317,Barharia,RJD,3559,0.0200,IND,55,13.68
101|44,101,44,405,Gopalganj,BJP,36752,0.2100,VIP,135,61.36
113|280,113,280,304,Ekma,RJD,13927,0.0900,BJP,295,68.76
102|211,102,211,397,Kuchaikote,JDU,20630,0.1200,JD(U),353,81.15
102|210,102,210,367,Kuchaikote,JDU,20630,0.1200,JD(U),318,66.39
101|56,101,56,315,Gopalganj,BJP,36752,0.2100,VIP,191,48.6
102|246,102,246,312,Kuchaikote,JDU,20630,0.1200,JD(U),449,70.16
102|211,102,211,397,Kuchaikote,JDU,20630,0.1200,BSP,3,0.69
102|6,102,6,302,Kuchaikote,JDU,20630,0.1200,VIP,110,29.26
101|65,101,65,307,Gopalganj,BJP,36752,0.2100,CPI,6,0.85
102|285,102,285,341,Kuchaikote,JDU,20630,0.1200,BSP,7,2.01
116|159,116,159,342,Taraiya,BJP,11307,0.0700,BJP,290,38.77
102|23,102,23,307,Kuchaikote,JDU,20630,0.1200,BSP,22,3.24
102|8,102,8,345,Kuchaikote,JDU,20630,0.1200,BSP,3,1.13
102|23,102,23,307,Kuchaikote,JDU,20630,0.1200,JD(U),467,68.68
102|246,102,246,312,Kuchaikote,JDU,20630,0.1200,VIP,113,17.66
116|45,116,45,302,Taraiya,BJP,11307,0.0700,BJP,353,54.39
102|279,102,279,309,Kuchaikote,JDU,20630,0.1200,VIP,132,36.07
101|69,101,69,310,Gopalganj,BJP,36752,0.2100,JD(U),256,39.75
102|8,102,8,345,Kuchaikote,JDU,20630,0.1200,JD(U),50,18.8
102|321,102,321,389,Kuchaikote,JDU,20630,0.1200,JD(U),81,14.7
104|13,104,13,412,Hathua,RJD,30527,0.1800,CPI,3,0.93
116|45,116,45,302,Taraiya,BJP,11307,0.0700,INC,228,35.13
102|321,102,321,389,Kuchaikote,JDU,20630,0.1200,VIP,345,62.61
117|159,117,159,319,Marhaura,RJD,11385,0.0800,BJP,202,29.02
102|333,102,333,385,Kuchaikote,JDU,20630,0.1200,JD(U),417,69.97
102|287,102,287,351,Kuchaikote,JDU,20630,0.1200,JD(U),233,41.39
101|92,101,92,336,Gopalganj,BJP,36752,0.2100,JD(U),348,58.98
102|332,102,332,320,Kuchaikote,JDU,20630,0.1200,BSP,8,1.02
103|18,103,18,316,Bhorey,JDU,462,0.0000,JD(U),437,60.11
104|13,104,13,412,Hathua,RJD,30527,0.1800,JD(U),256,79.75
102|321,102,321,389,Kuchaikote,JDU,20630,0.1200,BSP,71,12.89
104|152,104,152,401,Hathua,RJD,30527,0.1800,CPI,5,0.65
102|120,102,120,378,Kuchaikote,JDU,20630,0.1200,VIP,60,17.34
102|333,102,333,385,Kuchaikote,JDU,20630,0.1200,VIP,98,16.44
110|1,110,1,425,Barharia,RJD,3559,0.0200,IND,99,15.64
104|6,104,6,352,Hathua,RJD,30527,0.1800,CPI,46,7.69
110|63,110,63,351,Barharia,RJD,3559,0.0200,RJD,8,1.16
102|6,102,6,302,Kuchaikote,JDU,20630,0.1200,JD(U),219,58.24
114|76,114,76,300,Manjhi,CPM,25386,0.1600,BJP,328,73.38
102|96,102,96,301,Kuchaikote,JDU,20630,0.1200,BSP,76,11.64
115|60,115,60,362,Baniapur,RJD,27789,0.1700,BJP,317,73.55
101|47,101,47,403,Gopalganj,BJP,36752,0.2100,VIP,269,45.67
103|18,103,18,316,Bhorey,JDU,462,0.0000,BSP,5,0.69
117|159,117,159,319,Marhaura,RJD,11385,0.0800,RJD,444,63.79
101|69,101,69,310,Gopalganj,BJP,36752,0.2100,CPI,15,2.33
103|311,103,311,346,Bhorey,JDU,462,0.0000,BSP,1,0.44
120|143,120,143,408,Amnour,BJP,3681,0.0300,BJP,357,57.95
102|53,102,53,397,Kuchaikote,JDU,20630,0.1200,VIP,192,38.48
123|109,123,109,503,Hajipur,BJP,2990,0.0200,BSP,256,66.32
104|13,104,13,412,Hathua,RJD,30527,0.1800,VIP,38,11.84
101|73,101,73,344,Gopalganj,BJP,36752,0.2100,CPI,2,0.44
102|134,102,134,345,Kuchaikote,JDU,20630,0.1200,VIP,63,11.03
123|131,123,131,373,Hajipur,BJP,2990,0.0200,IND,5,0.56
104|152,104,152,401,Hathua,RJD,30527,0.1800,VIP,160,20.67
123|143,123,143,316,Hajipur,BJP,2990,0.0200,IND,9,1.41
115|60,115,60,362,Baniapur,RJD,27789,0.1700,INC,101,23.43
102|6,102,6,302,Kuchaikote,JDU,20630,0.1200,BSP,6,1.6
123|143,123,143,316,Hajipur,BJP,2990,0.0200,BSP,313,48.98
101|81,101,81,319,Gopalganj,BJP,36752,0.2100,CPI,13,2.07
123|144,123,144,371,Hajipur,BJP,2990,0.0200,BSP,387,71.93
104|179,104,179,310,Hathua,RJD,30527,0.1800,CPI,13,1.9
103|311,103,311,346,Bhorey,JDU,462,0.0000,JD(U),179,78.51
102|13,102,13,330,Kuchaikote,JDU,20630,0.1200,JD(U),239,38.18
102|162,102,162,314,Kuchaikote,JDU,20630,0.1200,BSP,1,0.22
103|4,103,4,382,Bhorey,JDU,462,0.0000,JD(U),233,41.61
102|333,102,333,385,Kuchaikote,JDU,20630,0.1200,BSP,6,1.01
102|155,102,155,340,Kuchaikote,JDU,20630,0.1200,JD(U),305,49.92
104|320,104,320,321,Hathua,RJD,30527,0.1800,JD(U),297,42.25
104|153,104,153,346,Hathua,RJD,30527,0.1800,JD(U),456,79.86
116|111,116,111,303,Taraiya,BJP,11307,0.0700,BSP,8,1.29
116|159,116,159,342,Taraiya,BJP,11307,0.0700,BSP,2,0.27
102|23,102,23,307,Kuchaikote,JDU,20630,0.1200,VIP,108,15.88
104|320,104,320,321,Hathua,RJD,30527,0.1800,VIP,313,44.52
102|274,102,274,319,Kuchaikote,JDU,20630,0.1200,BSP,3,0.98
103|4,103,4,382,Bhorey,JDU,462,0.0000,VIP,278,49.64
117|159,117,159,319,Marhaura,RJD,11385,0.0800,IND,12,1.72
104|152,104,152,401,Hathua,RJD,30527,0.1800,JD(U),553,71.45
102|285,102,285,341,Kuchaikote,JDU,20630,0.1200,JD(U),316,90.8
104|320,104,320,321,Hathua,RJD,30527,0.1800,CPI,35,4.98
102|332,102,332,320,Kuchaikote,JDU,20630,0.1200,VIP,122,15.62
104|153,104,153,346,Hathua,RJD,30527,0.1800,CPI,5,0.88
110|146,110,146,317,Barharia,RJD,3559,0.0200,RJD,17,4.23
102|53,102,53,397,Kuchaikote,JDU,20630,0.1200,BSP,24,4.81
123|150,123,150,423,Hajipur,BJP,2990,0.0200,RJD,153,25.76
110|63,110,63,351,Barharia,RJD,3559,0.0200,IND,226,32.66
104|6,104,6,352,Hathua,RJD,30527,0.1800,JD(U),213,35.62
120|3,120,3,309,Amnour,BJP,3681,0.0300,IND,8,1.15
116|21,116,21,302,Taraiya,BJP,11307,0.0700,INC,269,36.7
11|280,11,280,331,Sugauli,RJD,3447,0.0200,BJP,363,70.62
120|3,120,3,309,Amnour,BJP,3681,0.0300,RJD,62,8.91
119|46,119,46,417,Garkha,RJD,9937,0.0600,IND,8,1.29
104|6,104,6,352,Hathua,RJD,30527,0.1800,VIP,263,43.98
123|109,123,109,503,Hajipur,BJP,2990,0.0200,IND,0,0
123|153,123,153,360,Hajipur,BJP,2990,0.0200,RJD,87,16.54
116|11,116,11,386,Taraiya,BJP,11307,0.0700,BJP,265,60.78
110|1,110,1,425,Barharia,RJD,3559,0.0200,JD(U),292,46.13
123|120,123,120,319,Hajipur,BJP,2990,0.0200,RJD,287,56.72
116|159,116,159,342,Taraiya,BJP,11307,0.0700,INC,437,58.42
110|1,110,1,425,Barharia,RJD,3559,0.0200,RJD,98,15.48
123|144,123,144,371,Hajipur,BJP,2990,0.0200,IND,7,1.3
123|181,123,181,305,Hajipur,BJP,2990,0.0200,BSP,251,39.65
122|221,122,221,332,Sonepur,RJD,6686,0.0400,IND,14,1.53
116|21,116,21,302,Taraiya,BJP,11307,0.0700,BSP,23,3.14
123|153,123,153,360,Hajipur,BJP,2990,0.0200,BSP,403,76.62
11|280,11,280,331,Sugauli,RJD,3447,0.0200,INC,117,22.76
116|46,116,46,304,Taraiya,BJP,11307,0.0700,INC,262,45.25
124|351,124,351,301,Lalganj,BJP,26299,0.1400,BSP,183,26.48
116|45,116,45,302,Taraiya,BJP,11307,0.0700,BSP,20,3.08
128|204,128,204,308,Raghopur,RJD,38174,0.2000,BSP,210,35.9
123|183,123,183,349,Hajipur,BJP,2990,0.0200,BSP,205,50.12
123|123,123,123,354,Hajipur,BJP,2990,0.0200,RJD,320,75.12
110|63,110,63,351,Barharia,RJD,3559,0.0200,JD(U),410,59.25
123|134,123,134,401,Hajipur,BJP,2990,0.0200,RJD,123,14.96
113|280,113,280,304,Ekma,RJD,13927,0.0900,BSP,3,0.7
128|290,128,290,326,Raghopur,RJD,38174,0.2000,RJD,379,65.8
114|76,114,76,300,Manjhi,CPM,25386,0.1600,BSP,3,0.67
114|76,114,76,300,Manjhi,CPM,25386,0.1600,INC,104,23.27
119|46,119,46,417,Garkha,RJD,9937,0.0600,BJP,453,73.3
128|342,128,342,302,Raghopur,RJD,38174,0.2000,IND,39,4.99
115|60,115,60,362,Baniapur,RJD,27789,0.1700,PPID,2,0.46
119|46,119,46,417,Garkha,RJD,9937,0.0600,RJD,128,20.71
116|111,116,111,303,Taraiya,BJP,11307,0.0700,INC,175,28.32
116|46,116,46,304,Taraiya,BJP,11307,0.0700,BJP,274,47.32
131|260,131,260,467,Kalyanpur,JDU,10251,0.0600,BSP,363,48.27
