Surname,Count
kattila,1
banarda,1
samuailasorane,1
kanati,1
rosta,1
solmona,1
sevastana,1
paudghara,1
lachiramka,1
khusabudadina,1
pratidasa,1
pratihashta,1
nasarusa,1
purnedra,1
anulahaga,1
bakaulala,1
mobajira,1
ganimarahuma,1
phayaza,1
sudhagara,1
saphora,1
jorje,1
lapa,1
hasavina,1
chaisa,1
shubhashuddina,1
parasaramaka,1
omapala,1
rahotagi,1
benedikarimijiyasa,1
vibhasa,1
malaviyi,1
daॉna,1
kaॉvela,1
dunna,1
narmullaha,1
virobina,1
visuvala,1
ratnavala,1
mestaraka,1
dvabedi,1
trivahi,1
vashnoi,1
anamdamuti,1
ksomudina,1
kiamta,1
imbrarahima,1
svavmu,1
kashimudvina,1
bak?shi,1
tigunai,1
shadaadika,1
kisphu,1
tra,1
dominika,1
iyajula,1
badashahuddina,1
beshra,1
shamaru,1
paisa,1
chaudhdari,1
vishvkarma,1
khairaruddina,1
anyoni,1
makhandhi,1
josephata,1
samghavala,1
bainajaimina,1
rasidu,1
siteki,1
tigaga,1
pharsika,1
kispottta,1
avarnakara,1
lalabiharilala,1
giridharalala,1
kailusada,1
haravahima,1
ralila,1
tamijudauna,1
malhaba,1
shitaba,1
mo0irasada,1
ubaidha,1
janufa,1
paulasa,1
varka,1
edavi,1
diboisa,1
lajaransa,1
devasasiya,1
lauguna,1
kalakata,1
tailani,1
dhvaja,1
shabaraja,1
laksoma,1
lukose,1
konekahila,1
khushu,1
malikara,1
vistara,1
rojario,1
kaachchara,1
eliyama,1
topso,1
likue,1
khalso,1
silavanusa,1
jesudasa,1
pulikiyila,1
kishu,1
tanishalasa,1
tijja,1
rak?ka,1
emdrade,1
phunnela,1
shahata,1
chanuvaidi,1
mayura,1
maiikela,1
paulusa,1
kerakedata,1
paragasama,1
miriya,1
yesudasa,1
uthuppu,1
tayaraॉna,1
maitu,1
chempalani,1
kerakeththa,1
methaida,1
nuisa,1
vayara,1
nagami,1
thasa,1
srtaka,1
kitabani,1
kunajachana,1
kuachchana,1
itiariya,1
thiyodora,1
adaikalasvami,1
staॉja,1
maignama,1
hodi,1
bhaivadonlada,1
edagara,1
atela,1
tundila,1
lavarama,1
mavara,1
mardavara,1
khai,1
barifa,1
"gulaba,",1
ramasenehi,1
viramji,1
phera,1
moniyamata,1
beghena,1
nevajisa,1
shashikamtagiri,1
yasi,1
dulla.da,1
kamtri,1
tremdana,1
asarpi,1
abadulaisha,1
khadavala,1
straka,1
habarta,1
bulamda,1
sahista,1
onha,1
judahamagiya,1
pradaratha,1
pasavara,1
roli,1
purubila,1
mukkya,1
shveteja,1
muabbasuddina,1
sameyara,1
ebiadina,1
puriyara,1
chandravemshi,1
miya.n`,1
junabi,1
kuomittala,1
chandravamti,1
savarupa,1
ramaparijhata,1
prasada-sharma,1
baratiyara,1
dilachandra,1
shekaha,1
ruhma,1
malikhana,1
buddhasena,1
urvasa,1
baimkara,1
shailabala,1
natala,1
bhupasimha,1
bhatarchaya,1
ayyamgara,1
mrrityunjaya,1
jarai,1
bhattachya,1
momika,1
nacha,1
bazudadina,1
dhanmohana,1
amareshvaradhani,1
shakubdudadina,1
mare,1
jamudara,1
kamatarapasada,1
paridara,1
sabhlu,1
inassaha,1
shivajiraya,1
susutana,1
najoma,1
ramjyana,1
hajimuniruhina,1
vardekara,1
prakasada,1
darjaji,1
chakori,1
khalilaamsari,1
kamarulaamsari,1
suremdraarama,1
jhajhu,1
ndeya,1
udh~ngyaya,1
baga.dasaha,1
sisavaniya,1
zavahirasimha,1
mamdlu,1
milavara,1
samjivana,1
helja,1
bhanurama,1
habivulata,1
maisuna,1
isarpali,1
daphtuyara,1
ashokavardhana,1
garthyala,1
vedalamkara,1
garjyala,1
ramaakhilesha,1
vashishtanatha,1
begjma,1
mujibana,1
denisha,1
bhojima,1
narayayana,1
tamilauddina,1
jatina,1
elutachana,1
tavak?ya,1
soraya,1
kastara,1
dhamda,1
dagda,1
byapari,1
rayachala,1
rahamatauddina,1
niranavala,1
nagadamsha,1
anadam,1
jiyanuddina,1
utana,1
sabareja,1
ganerarama,1
bharo,1
vishvajivana,1
mahibabu,1
makhura,1
`rishideva,1
murshi,1
masuddi,1
naijamaudina,1
yashana,1
vradauddina,1
riphana,1
rulami,1
gurajati,1
ayasana,1
hiyada,1
bhegara,1
levara,1
auvedula,1
abhanu,1
malikka,1
ekramudimna,1
zahidi,1
rakita,1
shahajoda,1
hasneraja,1
sajade,1
ramisha,1
ababedina,1
bhuneshvarathakura,1
nayuesa,1
umesharama,1
taipapha,1
teiphapha,1
ganeshapapati,1
riku,1
alojana,1
masho,1
grijanandana,1
maॉjhia,1
shokarati,1
kashiyapa,1
gobaja,1
gauvaja,1
hitlala,1
rarasida,1
bhimda,1
khadabaksa,1
sogaartha,1
birula,1
shahuva,1
bak?shia,1
maghupa,1
nakibaudina,1
rajamuna,1
khusabakata,1
bulalana,1
rogariyom,1
svaramasunadara,1
shanba,1
ravimdrana,1
shamkarana,1
ridaarisha,1
teimapha,1
viravakarma,1
emaemasohala,1
sohagrasoharai,1
drrigonmeshvara,1
yararama,1
charittara,1
vaijanatharama,1
shamasulaha,1
mohamamdasadika,1
mo0pachakauri,1
mo0rojai,1
yovaraka,1
raphiha,1
nijrala,1
nazakata,1
shabbo,1
vamara,1
pashrasa,1
shivapuri,1
taslita,1
shahamohada,1
dharmavarddhana,1
maithulala,1
karaketta,1
shahukara,1
jojapha,1
ashafa,1
anshara,1
monivadi,1
diba,1
jyaiudadina,1
khunnu,1
bapatisha,1
apandaya,1
nazaphi,1
ramda,1
samora,1
rumani,1
banoupadhyaya,1
methave,1
mdramajani,1
shivadipanarayana,1
shula,1
shovana,1
pandeka,1
kasri,1
narola,1
hakijalla,1
girahi,1
ahirula,1
ajibala,1
gainaali,1
chartaji,1
samjayakumara,1
shamasujjaha,1
paudamra,1
asfaraka,1
bhattachaji,1
bhattacharyaji,1
bedauli,1
chaddha,1
kaॉra,1
ramapyari,1
bdutta,1
isasha,1
sisoyiya,1
sahabaga,1
rudiki,1
shrinivasana,1
sakashrivastava,1
ocha,1
anbashtha,1
daragi,1
jakaraullaha,1
rataneshvarachaudhari,1
rameshvaramehara,1
mamzarali,1
lolima,1
lakhavimndara,1
ikku,1
elaraja,1
ramjau,1
charja,1
ijahira,1
hansara,1
sahaudadina,1
lodhaya,1
ramsidhdasa,1
majahiri,1
khalikana,1
bhagavanasimha,1
barmanamda,1
nazula,1
paramakumara,1
annisujjaya,1
merajaddina,1
upenfdara,1
ramgaramanujacharya,1
jalasdina,1
arunajaya,1
sharadendu,1
simpha,1
chaudrsi,1
kamsuri,1
daulavana,1
kaurashi,1
vasuraudina,1
monirauddina,1
jahalasa,1
aphatabauddhina,1
hirasava,1
yamava,1
jahuraliya,1
aphina,1
sadavarata,1
saravajita,1
husanedina,1
devicharana,1
priyardashi,1
punyarka,1
sevali,1
panero,1
binkatesha,1
mosliye,1
kivari,1
vilashabhagata,1
ragasaja,1
rausanakhalipha,1
shudhakara,1
narayanadhari,1
shibaesha,1
raghupatirama,1
khanakara,1
phemtha,1
bendua,1
haragilasa,1
ma.njura,1
kanabakasa,1
darabhamgi,1
fidamgi,1
monsifa,1
channo,1
nasiradidana,1
mashahedi,1
safialama,1
kubhanata,1
mansuru,1
nuigudina,1
shyamadasa,1
shahajuhaira,1
valakuva.nra,1
phakahadina,1
najafi,1
debusada,1
jaragara,1
jargara,1
barthara,1
saamsari,1
mistsri,1
telar,1
yamasula,1
mohammadahajarata,1
vimunadeva,1
belabhadrasamha,1
"vinda,",1
trishula,1
tohipa,1
mibha.n,1
harikishana,1
prajamati,1
pa.crseda,1
dvei,1
pirsada,1
roginara,1
panamato,1
dohara,1
baspota,1
butha,1
tunamuna,1
harihareshvara,1
hosilalala,1
balivarai,1
kudanasimha,1
mimdika,1
kharqara,1
gurama,1
bhanupatapa,1
birajhana,1
kamarudi,1
mohammdavasira,1
gulachana,1
podina,1
gulaseni,1
chausrasiya,1
chikuri,1
vamkakhatika,1
trivathi,1
surendranatha,1
dhanesa,1
ramavachandra,1
perve,1
maghavaanamda,1
mehatra,1
kalakamta,1
malavati,1
goddi,1
rajamati,1
dalavahadura,1
ramabeli,1
ramaprasanna,1
innarajita,1
giti,1
bahadera,1
madhubara,1
navonarayanalala,1
mojamaseda,1
shitalagadha,1
amsarisha,1
chabinatha,1
rajamudadina,1
shivarayana,1
narayanapati,1
avadhakishera,1
thasakura,1
nagendrabhagata,1
radhabari,1
nausadaalama,1
shayamasundara,1
bishumalala,1
babunamdana,1
rameya,1
haphizana,1
ramatulha,1
janamahamda,1
thakuraba,1
shekhaasalama,1
samasashada,1
mohiudvani,1
gyasuudina,1
shrashidevi,1
bhaqata,1
motichandra,1
vialasa,1
nareniya,1
ugendra,1
munnani,1
ajatatulla,1
iphatekhala,1
vishi,1
khashra,1
jaleshaavara,1
shabidina,1
taphjula,1
karamadina,1
kamaradina,1
chauihana,1
rakshagara,1
anishadina,1
jagigala,1
pahavarisharana,1
paryapati,1
jhajuja,1
chamdama,1
ansgahari,1
ajurna,1
gulfekara,1
mosta|ra,1
janaejaja,1
nabunadapha,1
mukarrabina,1
pramanana,1
kapiladeva[],1
saddhanarayana,1
ramajanaki,1
suganavara,1
iphateravala,1
kabutara,1
bheju,1
mohammadajumaralli,1
k?ki,1
shiravastava,1
tichari,1
shushla,1
virenda,1
roshamahamada,1
chovhana,1
pamladeya,1
milau,1
chauraiya,1
sudamayadava,1
baamsari,1
parashuramapura,1
asagra,1
ramaasisha,1
achyavara,1
mamuti,1
lachana,1
rajarikha,1
banadhu,1
sahaguna,1
kushahara,1
vindeshvaranatha,1
chauhamba,1
lakhumiya,1
ravichamdra,1
gujesari,1
vrrijhana,1
pa.ddita,1
lalavachana,1
bashishatha,1
abika,1
aisanullaha,1
namullaha,1
ganeshabhagata,1
samabihari,1
sahodari,1
jagdhani,1
hariuoma,1
ta:akhui,1
jemauddina,1
simghaba,1
sinamagha,1
blina,1
raqama,1
manhala,1
prataparaya,1
sureshalala,1
ga.dhadi,1
savichata,1
gaॉra,1
pherajudina,1
khattona,1
kuravara,1
baideha,1
janajara,1
ivana,1
varchala,1
rajubaitha,1
jo.da,1
ramadohai,1
"jayaprakasha,",1
upahamana,1
kalamadadina,1
barnavana,1
sukairama,1
samavira,1
navirasulala,1
dudbiya,1
reyajuddinna,1
rahimaamsari,1
vakrisa,1
maliladina,1
henana,1
saputa,1
hamitulla,1
khushbuddina,1
asamatulaha,1
berai,1
lakshana,1
bitori,1
baspora,1
dude,1
asamiyam,1
upnayasha,1
chotlala,1
sauni,1
sitabasamta,1
kushavana,1
ja.dili,1
asakhadina,1
dhuila,1
kavula,1
bhambu,1
raghuvara,1
manutosha,1
jahali,1
shuqala,1
mosahaba,1
gali,1
tayaaiba,1
ghamtu,1
ramaba.dai,1
asamahama,1
nuraèna,1
salmagira,1
shekhasaphayata,1
nurulhoda,1
sekhareyajuddina,1
sekhajamaluddina,1
nuramahammda,1
astafa,1
kushvaham,1
ziyoddina,1
rajabalirama,1
shidevrri,1
duvalima,1
saffara,1
tumajira,1
ibrashera,1
gauvahara,1
phaiyula,1
alamullaha,1
nata.,1
nassudadina,1
somdina,1
hasnoddina,1
molana,1
mahediya,1
alavida,1
shauhara,1
kjamta,1
bogama,1
shativari,1
pratyanamda,1
jamaludidana,1
reyajudrridina,1
phatealama,1
bhabhagata,1
bisphora,1
huhayana,1
mahganhagi,1
ashraya,1
shubhala,1
jahudhina,1
karoisi,1
gopalasaha,1
habibulahe,1
bhulata,1
alakhu,1
rajajudina,1
koshlala,1
hasamamudina,1
ejaya,1
phasiurahamana,1
janakiya,1
ramalila,1
taiyavaali,1
phulamhammada,1
shakichamdra,1
karmauddina,1
bhibhuti,1
suruja,1
rajabahorana,1
mushahari,1
suryanata,1
yoginata,1
asalam,1
bblu,1
udvima,1
anmsari,1
.dhamahato,1
seshanatha,1
chavabe,1
shukhanamdana,1
dharuvadeva,1
madita,1
amtosha,1
rajabhagata,1
shekhnurudadina,1
sabha,1
sama.n,1
arsada,1
lokamthaapura,1
dalasimgasaraya,1
ramakevalapamdita,1
dhannupasavana,1
maheshvarapathaka,1
baliramasimha,1
rriturajasimha,1
sairama,1
.dha,1
hasune,1
raunayara,1
khabarabara,1
ramarati,1
mamjjdu,1
kiraya,1
padauta,1
perdsada,1
sahidaudina,1
jaikurmi,1
harigamda,1
ramjisha,1
adaramali,1
shailesa,1
bamshigupta,1
nasaroddina,1
phutisha,1
dasina,1
ramamuni,1
lojika,1
bhathava,1
jhulibhara,1
trakosta,1
paramathakura,1
hakja,1
bonia,1
kashuvaha,1
mdachamda,1
miramukhtara,1
esanaina,1
vakashisha,1
rojidamiya,1
chandradeba,1
miyanfa,1
kuramaula,1
vairistara,1
tamdi,1
rajballi,1
visamilaha,1
apharima,1
manarodina,1
roshamahammada,1
mahahamada,1
kisau,1
phiragi,1
pamdamya,1
ramabalama,1
vinodha,1
sumela,1
vidyashamkara,1
bisamilaha,1
tivarida,1
dhruvarama,1
vishvamita,1
obada,1
shaiyuma,1
tapirama,1
jahiruhaka,1
kamuhaka,1
akataba,1
andrasari,1
alsari,1
vavulala,1
dho.da,1
kushina,1
padhela,1
shrivo,1
ba|sphora,1
bunipala,1
nakhulaali,1
nilakantha,1
rdasu,1
phunisa,1
jamilahaka,1
sanauvala,1
iasamayala,1
rajeshaavara,1
atarahamana,1
goshyami,1
madhepura,1
vadho,1
shyamanarayanaalala,1
"mahamadina,",1
prabhupalu,1
lalashri,1
isakiullaha,1
shahidam,1
jileni,1
jakauddina,1
sahabahusena,1
dilamahada,1
gomda|,1
dvaveja,1
chauvbeya,1
chubeya,1
vyasudina,1
upadhyasa,1
sahatama,1
samsum,1
chauhadari,1
jagadisharama,1
dradrasa,1
bebu,1
abala,1
ekamudina,1
maganirama,1
sumayi,1
uptela,1
chauhanu,1
dhuravana,1
bhagai,1
khana|,1
arunushideva,1
tohi,1
anahi,1
namdlalmamdala,1
shamaysuddina,1
lalavakahadura,1
sushilakumaragupta,1
mamjuramiya,1
omapakasa,1
prama,1
vishukarma,1
bhairsiya,1
alavaddina,1
abarudina,1
sasihujjama,1
shahmasada,1
shekhasamasada,1
to.da,1
soseba,1
viplana,1
dukhirama,1
shivagobinda,1
ramanikshatra,1
ishamiyam,1
dhupaji,1
kushbah,1
vita,1
akilakham,1
aminakham,1
rejyamuddina,1
istkhera,1
chappo,1
jitanalala,1
ramajanaka,1
muhamoda,1
vitgha,1
inarasana,1
kushavii,1
kushavahashka,1
phuleeshvara,1
rajamahada,1
sadikanata,1
kasimakha,1
shakaralala,1
avudadina,1
basavala,1
barnavali,1
chandrabhushna,1
mahanti,1
hariharacharana,1
muskita,1
abdulakhalika,1
jamanauddhina,1
majalaakara,1
valeshavara,1
daliraja,1
nabihusena,1
vasaphare,1
sabhada,1
ehtesamuddina,1
havu,1
sube,1
shekura,1
iteshna,1
bachai,1
bankalala,1
hamadina,1
kyamodina,1
haphijalaha,1
jararudina,1
jaisaali,1
saphiulana,1
shriava,1
niresha,1
humadina,1
aujaha,1
nagendrasiha,1
phakaruruddina,1
kharudina,1
pihata,1
kasora,1
abvasi,1
nohana,1
paryamdeya,1
joli,1
kushavarha,1
kushvagha,1
vasaphera,1
durgaauti,1
sharivasaatava,1
kumarom,1
baro,1
idumiya,1
paili,1
ratre,1
pakiyama,1
pamdita|,1
hamodina,1
najariya,1
rasmuni,1
yaydava,1
munjhi,1
gosaॉi,1
prakisara,1
ramdani,1
ritujaya,1
majhto,1
kishunalala,1
subhashisha,1
viyaja,1
rabbuddhina,1
kapilaraya,1
rakapha,1
mankesha,1
juva,1
pahalu,1
iddo,1
supheda,1
shaviraali,1
ahamammda,1
jalmdina,1
dasamahamada,1
godadya,1
maha.cmmada,1
svaminathurama,1
pradoda,1
abbusalama,1
kitabuddhina,1
kyamuddhina,1
sjhaha,1
sfika,1
sabahudina,1
simha.],1
simha]\,1
parashuramacha,1
paramaraya,1
pashupapinatha,1
haranayaka,1
phajaluma,1
sakimauddina,1
ajamuddhina,1
keshavanamda,1
taimulla,1
lachumana,1
bahurahi,1
sachchayati,1
govadhana,1
lailaullaha,1
lakhibabu,1
narasihalala,1
panayai,1
panaye,1
adhyahita,1
dildara,1
shamasudinamamsuri,1
tarabaja,1
amimrudina,1
marahamullaha,1
agilaisa,1
majarullha,1
azimaullaha,1
kaurisi,1
reyajuladina,1
harinarayanasimha[],1
maali,1
vayajida,1
shureshvara,1
dhanukapuri,1
maiema,1
vindaraya,1
sherbeshvara,1
arta,1
mohanagi,1
najamudani,1
ohabuddina,1
nathabari,1
upadhyayai,1
karumula,1
sunilarama,1
paramamahara,1
jamasina,1
avujala,1
khalola,1
vasiyata,1
jalalamudina,1
"asamahammada,",1
sahabudinamiyam,1
harakhanatha,1
vidhartha,1
chorasiyam,1
jayavarima,1
prasata,1
jamsera,1
"rrishideva,,",1
thalkura,1
shyamaleshvara,1
payarachamda,1
ajijutauhida,1
tasalama,1
rasili,1
imdrabhushana,1
baddo,1
majado,1
nnadafa,1
haphidina,1
bardi,1
hiraraya,1
zasabudina,1
rajabhra,1
chokatabhara,1
ramabhuti,1
iyakkrammulahaka,1
imdrakamta,1
mojamirauddina,1
phejana,1
motasalim,1
mustapha],1
kamarajada,1
mustri,1
shekhashabu,1
chauriya,1
jaiyapuriya,1
najjula,1
rabyama,1
jaropha,1
samaimara,1
movabasira,1
hiranya,1
rasidujajama,1
lalukumara,1
jahidrri,1
samushla,1
siyauddina,1
hajida,1
moibuddhina,1
jibaraina,1
pathuba,1
avanisha,1
amabashtha,1
karamuli,1
munilalachauhana,1
pansavana,1
ramtana,1
`bamkemamdala,1
upemndramishra,1
balana,1
jamirura,1
rajajani,1
shekhamakabula,1
nurajula,1
mamalana,1
senaula,1
tayamura,1
phakala,1
phogu,1
phakrula,1
tairuna,1
maraphata,1
mharma,1
vishvambharam,1
marasila,1
aiudadina,1
maryana,1
miro,1
sauragha,1
siecha,1
yamarati,1
prajapaji,1
naginapala,1
ajajulahaqa,1
surakheti,1
josephakerakeha,1
kolaso,1
basumatari,1
asharula,1
sirajuudvina,1
maraphana,1
marphata,1
hajala,1
rhakura,1
moksima,1
prasadakrajaka,1
surabhi,1
oiyevdhaoidhyva,1
karamuara,1
simgga,1
ak?tara,1
humhuma,1
nagamarna,1
svavarajarama,1
svavaharihara,1
raghusimha,1
chandradikshita,1
misaॉ,1
masruddina,1
namdulala,1
majumahara,1
dhanina,1
bhahi,1
jumala,1
nijaula,1
rajupha,1
dodaraya,1
pheranandesa,1
kumdulana,1
asarija,1
kamalanarayana,1
sthama,1
phetata,1
keraketatha,1
konsatensa,1
josanaikka,1
kvaruudvina,1
suryavamsi,1
baiyashntri,1
marakana,1
keramana,1
raphaiyala,1
khataka,1
saphphu,1
katikera,1
murkaja,1
subedi,1
kotanada,1
jose,1
sahanaba,1
kashora,1
kularani,1
satyakara,1
enasha,1
mo0ramaju,1
nababudana,1
kamatishi,1
alamka,1
madanesha,1
bhe,1
sharadanadaprasada,1
moyushupha,1
mo.daga,1
pamditasharma,1
ramaahalada,1
mimtara,1
subramanyama,1
shrivato,1
ramadayada,1
aladha,1
rattaka,1
kusumakara,1
rajavansi,1
vishvasadau,1
kusamakara,1
snaula,1
pinakara,1
tehalani,1
chaupola,1
sitlani,1
mlelka,1
pamdiruta,1
boharu,1
istkhara,1
kalikantajha,1
shakiula,1
grapta,1
tammboli,1
purnavi,1
gosayami,1
gajiba,1
shaparma,1
tarubina,1
jibarile,1
panajitachara,1
khamgata,1
bidhapati,1
bhavasa,1
iliuyasa,1
shubhma,1
tulasii,1
magisa,1
jirajodhana,1
syamudadina,1
badhavana,1
chorisi,1
mesiura,1
suena,1
jemula,1
lakesala,1
bakra,1
harachamdani,1
harachandani,1
vetaba,1
nishaba,1
hasinurrahmana,1
rahtavara,1
mitruka,1
nyaupani,1
mehasanauddina,1
jakirudvina,1
adoda,1
damaka,1
qisku,1
sahabasana,1
mananovara,1
kiruku,1
jamahariuddina,1
saiftulaha,1
jhubbu,1
bau,1
kushvahi,1
rahamahatullaha,1
argahari,1
brijemdra,1
kkura,1
bhatarcha,1
idrina,1
sultaniyam,1
vanija,1
saragara,1
kaiveta,1
kamhai,1
satyananayana,1
katararuka,1
sarakarasha,1
sadhukha.n,1
bagchi,1
oradana,1
irsadullaha,1
shukkara,1
kaidi,1
kerameta,1
nalani,1
kamaluuddhina,1
dayalakanti,1
mamajumadara,1
kamdiya,1
domaniya,1
vararakata,1
shinadhu,1
arunashisha,1
chattarji,1
bhovmika,1
mamja,1
eshauddina,1
goladhara,1
gadhekara,1
girya,1
manacharya,1
vimalakara,1
maumida,1
roshchana,1
tiloni,1
karayirama,1
kamaleddina,1
taudina,1
jagatabandhu,1
qamaruddinashaha,1
dugana,1
haila,1
adisha,1
brajendrachanda,1
gamguni,1
pamdaiya,1
imdrachamdra,1
makani,1
phadana,1
garata,1
lahi.di,1
karmakar,1
chedra,1
nemana0,1
ribu,1
satyanamda,1
pharaka,1
rapra0,1
haॉdi,1
budimlala,1
chakravanti,1
hasasanena,1
jamailaudina,1
gaso,1
paravaza,1
tumara,1
mosikamda,1
vrrijabihari,1
'rrishideva,1
dharuma,1
jahamjeba,1
ihauddina,1
husnaara,1
babulalaji,1
kalamadasa,1
benu,1
enalu,1
jamiluzzama.cna,1
dabiyajama,1
jannana,1
akamagira,1
jhauva,1
gayashaddina,1
balanarayana,1
rajashevaka,1
hiralalasaha,1
motauddyina,1
phaiyajauddyina,1
nasharudadvina,1
hamri,1
kheruddhina,1
kamujjasa,1
asatiyaka,1
jaiyanuuddina,1
shariphurrahana,1
aburaja,1
mo0amanullaha,1
mo0ekhalaka,1
esuba,1
phaphuja,1
midde,1
midadeya,1
shudadina,1
samadanaja,1
jasheda,1
sureli,1
aniulaha,1
tabani,1
matidarrahamana,1
ashapha,1
fasiha,1
hadarisa,1
sharudina,1
bhadaya,1
sahareja,1
masalami,1
basaraali,1
phajulli,1
vidhakara,1
shapha,1
orangeba,1
saraphaddhina,1
gulasharipha,1
ramahamsa,1
guipta,1
rrahmana,1
kapasira,1
saheharava,1
isrisa,1
isaruudina,1
saphisaphula,1
shajaha.n,1
sajabrada,1
kohinura,1
najita,1
motiu\_rhamana,1
bakshisha,1
abadura,1
nishishekhara,1
nachiketa,1
phajuli,1
ilatakapha,1
mahaphumja,1
gadarva,1
bhelo,1
naginda,1
makullaha,1
ramkesha,1
ejam,1
paratela,1
badhabani,1
kumjala,1
nasirarudina,1
mumojiva,1
shamagra,1
da.cऍsa,1
dhuro,1
bimara,1
sobaratana,1
haragi,1
muparaka,1
kayula,1
mehtrara,1
jhunai,1
rkharudina,1
moiuddyina,1
navasaja,1
badamadina,1
masallaha,1
imshula,1
hoseba,1
shivalamgi,1
amdula,1
bimalenadu,1
herasatullaha,1
isnekhara,1
jaiharula,1
gyassina,1
mannaana,1
masidaudina,1
asabuna,1
majemmila,1
nashtara,1
chanadraghosha,1
morara,1
hadiara,1
bhasaya,1
komasa,1
pharijuddini,1
amu,1
auj~niuddina,1
estgaba,1
rusadhama,1
mafila,1
sitadevi,1
ajigha,1
mamhata,1
timbhu,1
bulamdi,1
prrithvichamda,1
rambhutsa,1
chaudhati,1
herasatulla,1
enataja,1
dabirula,1
shahlama,1
meshera,1
dajula,1
viddasagara,1
dhemka,1
"dasa,",1
naiyuddhina,1
chaudraharu,1
ga.nvari,1
maharani,1
sahahani,1
naimya,1
urapha.cva,1
mukkara,1
mojesara,1
mo0asharula,1
mojiburaahamana,1
saimdura,1
pharukla,1
lekamana,1
talahaka,1
phainudina,1
sarjala,1
vabedura,1
isslama,1
hirastula,1
mohidura,1
bhosha,1
karibullaha,1
rambharosha,1
komara,1
chandrashokhara,1
munaso,1
usdina,1
labadi,1
fatahe,1
talevare,1
taphinunahaka,1
gaera,1
kudyusha,1
uddija,1
hifajauddina,1
varesatulla,1
ajabaahara,1
dhoraho,1
shahavulahaka,1
mordamauddina,1
husema,1
sadiku,1
muksheda,1
eefaefaajudadina,1
ovedura,1
kaishuma,1
mummaja,1
meharabula,1
sanafaraza,1
khaurshida,1
haraphana,1
j~nanama,1
sharmaanada,1
imsaha,1
saddaba,1
sanvarula,1
muk?tara,1
tipha,1
matida,1
abedurrahamana,1
sobu,1
sulalma.cna,1
mophajjala,1
abujahira,1
mapharujula,1
sakurudadina,1
komila,1
husasaina,1
nobi,1
mojulahaka,1
kuroshi,1
gulamaabiya,1
parera,1
kerkera,1
charamako,1
samjeshamani,1
kasumudina,1
enajudina,1
radhi,1
kumdaliya,1
bhateshvara,1
bhamika,1
naali,1
basuhara,1
saralli,1
sheraphata,1
pamkajurama,1
mamnjhi,1
tompo,1
vilasana,1
saphrifula,1
mahanta,1
hasanarata,1
kurravana,1
shalluddina,1
.dhoraho,1
shekhakhalilurrahamana,1
jaya0,1
savamkara,1
marjina,1
indrabhushana,1
yamajudyina,1
koko,1
kuda.disha,1
lothai,1
balakha,1
ghuru,1
kachachapa,1
gumgana,1
omasharana,1
pusara,1
iikasku,1
bhesura,1
jsmudina,1
moiyulisha,1
abuala,1
jaimulaha,1
pateja,1
mamraraya,1
buchcho,1
pemachamda,1
sataraila,1
vamdhana,1
bagha,1
kaku,1
sarbadhikari,1
paicha,1
vaiba,1
bhuimali,1
hamdo,1
dviveji,1
makhija,1
sa.csha,1
ka.dava,1
sadagamja,1
tamtam,1
bauthara,1
udayachamda,1
munadara,1
dudhairiya,1
mateburahamana,1
karmamara,1
pamvara,1
masali,1
mumtuja,1
lolakha,1
vorada,1
`bahadura,1
sediya,1
panidya,1
masiruuddi,1
meha,1
akubaali,1
falayana,1
maalauddine,1
agra0,1
bhivkarma,1
jakiradina,1
kumagara,1
pamrdita,1
rijivi,1
dilammada,1
babludasa,1
vaneli,1
rmajhi,1
mohammadatahira,1
phutaka,1
saha.nsi,1
dutu,1
sahesi,1
sahemsi,1
isariyala,1
maheruddhi,1
gosara,1
phanilala,1
hembara,1
rrayadava,1
bhati,1
garumaita,1
karyuma,1
chakra0,1
benni,1
saiyadura,1
raiyadura,1
taleva,1
mukshura,1
soiburarahamana,1
baithe,1
ejajudinna,1
raphale,1
shajarudina,1
hasiburarahmana,1
mo0naimullaha,1
dharmachandra,1
agamadipa,1
muggu,1
manbarama,1
jayahimda,1
simana,1
ijhari,1
hosava,1
taitara,1
phajurrahamana,1
mo0sambila,1
phazalurrahamana,1
mohiulla,1
mojiburrahamam,1
mo0barajaham,1
aishura,1
mojamauddina,1
ibrimama,1
soneba,1
sukharuuddina,1
kosumuddina,1
"""raina",1
mnausada,1
rubanu,1
khavvana,1
ramashiasa,1
mehita,1
nuraddhina,1
juliphkara,1
shabihujamma,1
valaji,1
istula,1
khabirauddyina,1
phaijuuddina,1
sarajugiya,1
chasndana,1
hembamma,1
jagabandhu,1
ganeshiagata,1
jajako,1
mumatata,1
niyamaudadina,1
nacholi,1
homayu,1
kamataha,1
jasaluma,1
mo0abiba,1
mabala,1
uraॉrava,1
samasuddiuna,1
chauhaba,1
namdabha,1
sovashahiyana,1
vuddha,1
khamtu,1
meharudhina,1
tamijaudana,1
abutalauddina,1
sahebaudadina,1
bakhana,1
vapata,1
mokatadira,1
safedula,1
munavajira,1
maharuddyina,1
irafani,1
jhibaru,1
mosbbara,1
ghoghi,1
ayodhaya,1
didana,1
jiryodhana,1
raphatula,1
isatavali,1
haudina,1
shamasulauddina,1
kabbo,1
saudilya,1
rrikshideva,1
damdala,1
kamdhai,1
arva,1
chamchalarajabhara,1
itadh,1
tullama,1
naraislama,1
muphijudina,1
aburabakara,1
moimuddina,1
jahamana,1
maidala,1
