Surname,Count
arjunadeva,1
alishepha,1
urfara,1
haripuramadi,1
turo,1
nidhala,1
madrula,1
devasaha,1
ba.dhava,1
ratanasa,1
rashidave,1
rishiddha,1
kaisamaila,1
dobhi,1
jallma,1
jumasalli,1
mokattadira,1
roshanamamdala,1
kutela,1
manabala,1
sahadevaha,1
rarabababapapapa,1
khushara,1
rajasula,1
bhullo,1
moiphila,1
mohasamuddina,1
ehhasana,1
gulabuuddina,1
injarula,1
kamaladasa,1
kishunadatta,1
kalamamta,1
mereya,1
manajila,1
uttmilala,1
maruvana,1
surendrakumara,1
tilekesavara,1
dehikumara,1
ahilosena,1
mutihara,1
maukhiya,1
jhiruudadina,1
jibarala,1
vasivala,1
javuta,1
jiyasuddina,1
amisaddina,1
hadayatulaha,1
sachidannada,1
madanagopala,1
bamsirama,1
uddhida,1
kadaruna,1
tinakomri,1
husoni,1
tatama.n,1
thukhara,1
jasemuddina,1
dhudu,1
kumdaila,1
shirananda,1
saruraja,1
tajuddona,1
baraku,1
mabadala,1
jaipuriyara,1
ta.cdu,1
badardara,1
mojasasara,1
razaula,1
manhirudadina,1
gupharu,1
harisuddina,1
nasasadina,1
taravaudadina,1
metulla,1
ashokakumaramahato,1
amavashiya,1
brishi,1
hembaja,1
jimala,1
aludhina,1
jamarudhina,1
shasula,1
ajumala,1
jemudina,1
sapharudhina,1
tilauki,1
jenuda,1
ljusida,1
skaseda,1
mayadevi,1
mujtaja,1
bhivananakumara,1
ranesha,1
kachchana,1
svarnaikara,1
hambema,1
amarita,1
bharadhara,1
bharadhari,1
vodhi,1
budo,1
konaya,1
jubeta,1
lukemana,1
hemmbramama,1
mo.bosu,1
baserasa,1
hemmbaja,1
mutajahusaina,1
nasharudinashaha,1
mahamadullaha,1
vasano,1
masihujjamma,1
shinjha,1
chaॉdagothiya,1
nalavade,1
aphasu,1
shiyamananda,1
humsa,1
gulomato,1
sa~nara,1
julaphata,1
kurayiara,1
rihi,1
tuddusha,1
bhasara,1
bharatim,1
sahabudida,1
amvasata,1
bagatta,1
gosvomi,1
hatharu,1
alabuudina,1
naphilaudina,1
rahimaudvina,1
tamejudvina,1
meikaddina,1
nafilauddina,1
brajabihari,1
najuna,1
ishapue,1
anarayana,1
vuneshri,1
vinadeshri,1
ranapuriya,1
kamha,1
malahadara,1
bachchimiya,1
sadesha,1
dinesharaya,1
jagidasha,1
jitanasaha,1
shudaho,1
bimdesari,1
narayanachanda,1
banilala,1
sarakaraja,1
iphatehara,1
almum,1
beharadara,1
urvida,1
kiyamma,1
esala,1
begathu,1
ahamula,1
iqabale,1
mujadika,1
mavsina,1
bhulatuna,1
svarnavakara,1
paidala,1
mallata,1
lakura,1
saladhina,1
mareta,1
muramurama,1
uara.nva,1
jhumjhuna,1
kumju,1
dudi,1
shanhi,1
maharamiya,1
nagamshvra,1
shajala,1
matabarana,1
jjibrayela,1
mohakhtara,1
babhruddina,1
bachchamai,1
aladvina,1
iphemjula,1
yata,1
rishiyo,1
mminnaja,1
dayanamdapasavana,1
rasomehata,1
isaraiala,1
chandasaha,1
harisvardhana,1
ishamayila,1
ura.n,1
bhavadeva,1
podedra,1
jagumla,1
kumji,1
rahayu,1
devaka,1
shamtumamdala,1
dhanesara,1
amaina,1
asirudvadina,1
khamiruddina,1
banava,1
debudasa,1
vilathu,1
basiru,1
jahiraddhina,1
tajirudina,1
lakhijana,1
bachchnaunu,1
uruava,1
baidyanathamamdala,1
kurasira,1
sammima,1
julaphana,1
volimiya,1
kamorama,1
nirju,1
paskhna,1
khodabksa,1
imatakhara,1
fido,1
zabula,1
viyata,1
maimmula,1
urvarna,1
mainudila,1
lbrara,1
modasisa,1
maunudita,1
bhaugiva,1
sekhamanira,1
enasala,1
bahdara,1
tiranashi,1
kishanadevrrishi,1
dharmasvarupa,1
chanadararrishi,1
gavano,1
tetarahi,1
hasma,1
marma,1
idaritha,1
sikandrara,1
rriihideva,1
brahamani,1
mayanudadina,1
savuda,1
uravau,1
bayogi,1
uraॉvi,1
thakudi,1
kapile,1
sammasudi,1
sabala,1
marando,1
taleshvara,1
shidevau,1
shulkla,1
vishesha,1
javsavala,1
sachi,1
lakhimdra,1
rukesha,1
rupadeva,1
iiu,1
majuvulaha,1
vokesha,1
rrishirrishi,1
yayesadeva,1
sikngha,1
ramalu,1
babuaina,1
alimajada,1
mohahammada,1
najimaudvina,1
phudagu,1
basuradina,1
karumullaha,1
anisullaha,1
voliullaha,1
nuravasalama,1
anmamullaha,1
jihara,1
raॉphika,1
semidadina,1
najihulla,1
nakibulla,1
mamdipa,1
ishaharaka,1
hakimulla,1
sajaulaha,1
kalajuddina,1
atayullaha,1
ajijurharmana,1
shamimaullaha,1
abuahamada,1
jakraullaha,1
pandena,1
truguna,1
ramjivani,1
chandadeva,1
bhau,1
kuramanu,1
samaraudina,1
rasedula,1
kuisha,1
ramuji,1
isteshvara,1
vokarana,1
jaikullaha,1
darija,1
makaha,1
jaudada,1
muhammadaullaha,1
bandu,1
amiruulaha,1
sheyakupa,1
vichana,1
ramakesari,1
theghurama,1
manakurrishideva,1
husbemta,1
jitemdarakumara,1
kumbhakarna,1
ajbudina,1
najeba,1
agavarla,1
mogaira,1
mahammadaullaha,1
julapheqara,1
devaratiya,1
sunaila,1
satvendra,1
hajiserajuddina,1
ajharudina,1
udyanamda,1
manarupa,1
kajudina,1
najamuddi,1
ahamadamiya,1
mahajhada,1
hamo,1
hasanaullaha,1
kuara.c,1
husmudina,1
rathaira,1
ramutullaha,1
resulajama,1
sujaila,1
ojaida,1
otiullaha,1
suratiya,1
saimudvina,1
haphijasabbira,1
amullaha,1
.abida,1
khukhurama,1
zikarulaha,1
jayotika,1
dupatakhara,1
harisimha,1
vidhichana,1
bola,1
chatauveda,1
vokaisha,1
bahaviba,1
reamudina,1
tajamamula,1
kameshvaranarayana,1
mashtakina,1
saraullaha,1
sanutlaha,1
mohibulaha,1
saphphika,1
jakaurlaha,1
shapharudina,1
mo0isanaullaha,1
samidallaha,1
atiulfaja,1
boliullaha,1
akelaudvina,1
mojamamila,1
aijabuddina,1
gamarali,1
sanasatavareja,1
khenarulam,1
daudu,1
ramatapesiya,1
aravimdakumara,1
tivvari,1
saghah,1
susamta,1
rautna,1
sahusena,1
sasahani,1
semrajudina,1
sudhai,1
javirudina,1
nasuruhaka,1
saalhaka,1
saladdina,1
junrati,1
sarphallaha,1
vshaida,1
vsiakhtra,1
vsiakhtara,1
obaidulaha,1
salaudila,1
lamohammada,1
ehatesamullaha,1
ayamudvina,1
bhavudana,1
muramahamada,1
zeyaula,1
vakasira,1
khairuullaha,1
virajisha,1
kushavahaa,1
parvejurrahmana,1
ainuladdina,1
imajuuddina,1
dilamana,1
tauhipha,1
zayaula,1
abumahammada,1
mhanankumara,1
suryannadkumara,1
suryanankumara,1
mamdeshvara,1
osikhana,1
yumana,1
prasadaprasada,1
burahama.cna,1
imtiyazaullaha,1
dhurupa,1
hoya,1
nakemudina,1
rulalaha,1
nazimullaha,1
jabidullaha,1
manasira,1
tepuva,1
selathu,1
lalathu,1
tajirahusaina,1
vausaku,1
kalai,1
miuya,1
muhiba,1
duhkhaharana,1
mamtukumara,1
badrikumara,1
batramkumara,1
saitullaha,1
masahida,1
jamilakhatara,1
rajalama,1
habibullha,1
misbahulka,1
mishbahuddina,1
rajjalama,1
sapharaullaha,1
samiburrahamana,1
rahava,1
manturama,1
yegotara,1
kachiyavam,1
burrarahamana,1
mamjarulhaka,1
kamarullhoda,1
vojera,1
mokadrama,1
najavudina,1
senulahaka,1
iphtekharujjamam,1
emaisa,1
abdarraupha,1
misabahudina,1
mofujura,1
mimjhi,1
muhastaka,1
valamitara,1
pampala,1
pacho,1
mofi,1
bainshnava,1
dinvsha,1
radhelala,1
vedanarayana,1
mrrityu,1
avamti,1
kusumaamti,1
sudendra,1
sachchadananda,1
chandrabosha,1
pamditaka,1
devarajaka,1
chamdita,1
jamadana,1
vishyamimtra,1
vashishtalala,1
samdharshi,1
divaraka,1
sulamki,1
vadekara,1
`pamdita,1
sudila,1
pachaura,1
rajavallava,1
akashmani,1
bitatu,1
shashikala,1
sudarama,1
detara,1
iltiyaja,1
siranavam,1
garibadasa,1
rvidasa,1
budahna,1
bhajanu,1
padaru,1
mujiburj~nana,1
majaludadina,1
mariraudina,1
jharaa,1
anasarii,1
tophiruddina,1
rasmudadina,1
kargopa,1
jayakanta,1
nebinda,1
trrrishi,1
soyarem,1
inusma,1
vinodapasavana,1
phiyada,1
piramokama,1
jhagrala,1
hemvamra,1
madairaya,1
musaramuni,1
mehiudvina,1
gyaudvina,1
helalaudadina,1
patvana,1
aphasarula,1
sijahara,1
kaladdina,1
gobaru,1
punni,1
moalmina,1
hesamaudadina,1
karamamata,1
gulamaudadina,1
lachai,1
ssindhisvara,1
taimudadina,1
pashdeya,1
monatajira,1
safaroja,1
anabira,1
mamsujari,1
mahaphujuddina,1
torikula,1
jullaphukara,1
aphramja,1
saisudina,1
maihaddana,1
asapharula,1
jajuddina,1
ismaela,1
manajudina,1
vyamuddina,1
mussila,1
mofzudadina,1
mosammila,1
ba.nku,1
matajula,1
lukhmana,1
sahevazana,1
norsada,1
sauphuddina,1
ljhnasphda,1
isarafina,1
yanisa,1
chaudhaha,1
hussaida,1
dhaudhara,1
akula,1
asbaka,1
phijipha,1
rasomohana,1
jivada,1
phajalaudina,1
hambramva,1
samimudvina,1
makarula,1
hakijudadina,1
evthakura,1
mokinudina,1
buchchada,1
ashiya,1
munno,1
charanamirdha,1
mahiliya,1
mnobara,1
mujakkira,1
tajibara,1
samimaddina,1
badrudadina,1
sabhauddina,1
giriyama,1
mariraya,1
iphphajuddina,1
sahimada,1
ajijulla,1
shabiha,1
kshaya,1
kushavala,1
surpha,1
abdulakalyuma,1
tajamauddina,1
mehyuddina,1
udashina,1
jeramuhammada,1
moishaqa,1
jahiduddina,1
moqimuddina,1
hasaratha,1
sajiddina,1
isaramula,1
imtarababa,1
musodasa,1
shrisi,1
pramanadam,1
razabana,1
mirbhu,1
tasrudhina,1
pratala,1
sabajipharosa,1
mdrashamashera,1
phadisha,1
malekushatura,1
vaudhi,1
tafo,1
ganiya,1
gakhula,1
jyaludadina,1
nishamullaha,1
sadadvina,1
badudaajada,1
lubana,1
haviburarahamana,1
shalamagira,1
phakharealama,1
ghenu,1
joshima,1
patu,1
shukaddina,1
jalikha,1
dhodi,1
jhabi,1
itasara,1
saghanu,1
maherudvina,1
chandamuni,1
mahashi,1
yadavda,1
keri,1
riyahudadina,1
vikaya,1
maraphika,1
tabhi,1
seyabura,1
aisura,1
premapala,1
sarvasha,1
ramakhelona,1
jullura,1
mafija,1
thani,1
hambana,1
rishika,1
rauli,1
gajaruddina,1
rahamana',1
saiyakura,1
aibadura,1
narishalma,1
manrdi,1
chamgali,1
yakamlala,1
eshina,1
keshavamohana,1
jasarara,1
khubbana,1
mosaaba,1
maladi,1
bauchi,1
jjmila,1
prandita,1
gauchana,1
garbhuramjaka,1
binaye,1
iasmaila,1
sakasdi,1
sarvagaya,1
nayamatulla,1
ekdila,1
saidaali,1
nekavana,1
herastulla,1
aaisa,1
banujuddina,1
musherda,1
ridhona,1
jardisha,1
tupa,1
sukrima,1
jalapa,1
saireya,1
phajahara,1
shahamula,1
janiruddina,1
lurmohamamda,1
jaidullaha,1
seiphuddina,1
ghainu,1
habibamuddina,1
nasaradina,1
pupata,1
tamasudadina,1
mahadena,1
samaju,1
sabaju,1
vishara,1
sajadhana,1
tafaijulahaqa,1
phakirudadina,1
u~na.nva,1
saptiya,1
niyajuudadina,1
hiphjula,1
mujammela,1
sonaraudadina,1
gharti,1
mo0sahavula,1
akarudina,1
bajjo,1
uarau,1
vajahidara,1
ashphana,1
suakuruddina,1
kurava,1
pamdita[],1
muphijula,1
mophizuddina,1
surajamani,1
kishatu,1
saharaudhina,1
phiroji,1
lutafura,1
hakrri,1
sherajudda,1
choduri,1
mudayari,1
brayaka,1
barayaka,1
mahabara,1
masaya,1
vajjo,1
gonaya,1
mimyajana,1
aliba,1
ekasama,1
moya,1
chavvi,1
alamoudadina,1
raphrekula,1
mukatasana,1
majlurrahmana,1
tajamudaina,1
phaisudvina,1
aunudina,1
sirivastau,1
tuzira,1
ishakhaka,1
roupa,1
phemula,1
lalmohmamada,1
pharajala,1
byadya,1
jalaula,1
mhanaja,1
asamrii,1
intekhaba,1
mauuddina,1
bogi,1
makarudadina,1
pedvara,1
akaddina,1
abutalepha,1
vitena,1
lotara,1
mujjamira,1
bejudadina,1
akkhatara,1
ketaku,1
atapha,1
ganuri,1
taslimudadina,1
cheguri,1
khochai,1
byagha,1
mujasira,1
tukamu,1
zayanuddina,1
ararshada,1
vatama,1
sahebarrishi,1
lorha,1
hamiuddina,1
kherana,1
lalanabhagata,1
soreni,1
jamagara,1
hamsadara,1
jotkamni,1
jhumari,1
gurmu,1
vmalakara,1
abdusmada,1
abubara,1
sureta,1
soyabara,1
jularhama.cna,1
sadimana,1
muphajudina,1
junaku,1
rahamanba,1
jahanavira,1
saiphuudina,1
ainuudadina,1
naphaudadina,1
khokhai,1
tirasaini,1
jakasuda,1
mustaphata,1
mohrama,1
sephatulla,1
mujjmila,1
helaluddina,1
shakuruddina,1
koranalisa,1
lektu,1
umedullaha,1
jilalurehamana,1
mahamaudina,1
majebodina,1
dusiroddina,1
kadaslhuya,1
phaijularrahamana,1
kamuljama,1
mulakima,1
ainauddina,1
kharmaja,1
mekhura,1
imula,1
tajmana,1
tijori,1
numuddina,1
sekauddhina,1
sophira,1
dami,1
hejuma,1
mo0ashika,1
jaॉhagira,1
mahura,1
choi,1
lalashahi,1
mahamadama,1
shivabharosa,1
yadunana,1
alimalima,1
gamdhiyadava,1
shivavrata,1
malakeshari,1
drisa,1
shivadushala,1
akhileshbara,1
keshvanatha,1
shilajita,1
bhairotola,1
punjaya,1
jadala,1
dhutula,1
jamuaona,1
goda;,1
saiyaida,1
riphajuddina,1
abkasa,1
satishakumarasharma,1
krashri,1
pavani,1
kumakra,1
muhadisha,1
charanarama,1
sugha,1
tripari,1
indrajitasimha,1
harigamva,1
gulavachamda,1
kshetradhari,1
gongha,1
arddhamja,1
absmasuri,1
hauaina,1
mohiduna,1
gurha,1
bahaliya,1
mahaishvara,1
shogi,1
siphudina,1
virahima,1
nasarauddyina,1
enushaha,1
iltapa,1
pamdeyba,1
harshabardhana,1
sharanama.n,1
mojha,1
shivajanama,1
bisarma,1
bishenatola,1
samasala,1
allahabaksha,1
shekhakhalila,1
valiramasaha,1
tasavvura,1
kugham,1
kherabiya,1
ilayaha,1
basaudina,1
lakala,1
dalamina,1
aphrina,1
ramadulare,1
sambhpurvakamta,1
islafiza,1
kvadosa,1
saifu,1
kumara\yadava,1
phrosha,1
vinu,1
inadalesha,1
shaphaki,1
sharmae,1
simamga,1
shrikashinatha,1
simhada,1
kahena,1
shramaraja,1
tahirudvina,1
kavadina,1
pasazvana,1
chaurasiyaba,1
dissiki,1
samimu,1
malikachanda,1
narabeshvara,1
jagadevaraprasada,1
kjaha,1
billa,1
sididhiki,1
tejapratapasimha,1
dhurdu,1
ramamshu,1
shivadharishaya,1
lakharama,1
jaklldkla,1
chitraketu,1
kumhar,1
asimgha,1
sakhirama,1
prasadaravani,1
kalludruha,1
okaranatha,1
opamdaya,1
pandeyana,1
visena,1
dhuravigana,1
natavavala,1
hatami,1
sahalu,1
shangha,1
fulageni,1
phulageni,1
jaklfja,1
panamati,1
chamguragomda,1
turaha',1
idrarisi,1
nasarika,1
hathami,1
kalayudina,1
rajbamsi,1
kjesa,1
dharmurama,1
tarkeshvaraprasada,1
vimdhachala,1
nisarina,1
saphaiphula,1
musaraka,1
maselayuhuddina,1
anilirama,1
ramaashi,1
janunudadina,1
haphijudadadina,1
mo0aruka,1
juhina,1
jeyanaudina,1
hamamaudina,1
dumapola,1
jemela,1
phuluna,1
dahita,1
bena,1
binna,1
dhanagam,1
ansani,1
motilalasaha,1
talukdara,1
patvarsa,1
updheyaya,1
chauradhi,1
kishati,1
baralabala,1
rambhuvali,1
bhuvaieya,1
soita,1
dahiyata,1
pjapati,1
domrri,1
talahembrama,1
pramanankumara,1
bhavatishachandra,1
kprakara,1
samodara,1
duvari,1
dahui,1
hatyadara,1
momda,1
premagupta,1
gamu,1
ehsanuzzama.cna,1
mussahara,1
krrishnaiya,1
ajaharamiyam,1
chaurasiraya,1
munjihi,1
sakalaladeva,1
lalidhara,1
abinasha,1
vishvassanatha,1
pushpemdra,1
selsauddina,1
bamjarana,1
vagadariya,1
sheklendra,1
ajoiiya,1
ojajhiya,1
ba.dadhariya,1
dhaugada,1
dhamgau,1
dhaga~na,1
balabodha,1
sadauna,1
miya.nji,1
bad~nghariya,1
imamurasida,1
saryuga,1
mahattom,1
khataiyata,1
khataieta,1
mahadaniya,1
ghaga.da,1
shivanarayanasimha,1
nilakamtha,1
dakua,1
dhariyatha,1
ba.dagha.diya,1
disavata,1
navatanava,1
lomhara,1
lodgha,1
bakuli,1
tofaraja,1
ogahiya,1
husainmiya,1
hrrimomkumara,1
surendrabina,1
bujmoham,1
hariduara,1
haraduvala,1
ramavadha,1
saleguna,1
samasatavareja,1
seidula,1
gulalu,1
shauniyara,1
khojaina,1
kotai,1
ragana,1
makhupala,1
mamgalabina,1
jahamna,1
vastu,1
suratuja,1
guryu,1
kiaja,1
ramapyaralala,1
uaramva,1
halvada,1
kajhi,1
mahatada,1
rajeshavararama,1
bho.didara,1
upadhye,1
kanechaya,1
brikama,1
kalena,1
phtulmohamamda,1
ojhi,1
kraraya,1
hibaburrahamana,1
palana,1
shalabudina,1
kushsavaha,1
bhutala,1
shamasama,1
mahamadasaphika,1
hiradayala,1
sugrima,1
ramasamujha,1
svaminathabina,1
kanachana,1
vrijadishora,1
sahoni,1
ranaira,1
ramatapesa,1
kumrri,1
gosaye,1
dhanugada,1
khushihala,1
basadevagupta,1
rambelasha,1
satyayanarayana,1
harikaishvara,1
dingha,1
domda,1
kimgara,1
rajasiddiki,1
kashuna,1
pila,1
jagadi,1
lalasa,1
kouri,1
viramchi,1
puranvashi,1
ddhavarika,1
ramugara,1
khusamahammada,1
naru,1
banhu,1
"gaddi,",1
bhukhata,1
madokhi,1
medhukharavara,1
ismuhamada,1
bhujarama,1
dhebara,1
ragadi,1
isamahamda,1
isamatahamda,1
habbivullaha,1
dhrupa,1
rajabhavana,1
akamullaha,1
asarajana,1
gak.da,1
vasiujma,1
lakumadina,1
bisuni,1
ramabelasha,1
ravindralala,1
shukrullaha,1
khodedina,1
nurnaina,1
pharidana,1
asdulaha,1
geu,1
hasamulalailakata,1
kimamuddina,1
qadudadusa,1
shutu,1
kamudivna,1
monakamila,1
vakaraya,1
go.dam,1
lalapahadi,1
arimaharuhana,1
tejapratapa,1
devani,1
lalabachchana,1
gulaboddina,1
nerula,1
parekhana,1
maruldina,1
viyaphi,1
gulamamahamada,1
mansi,1
avadata,1
ghavakara,1
heshamula,1
tabarika,1
hashamullaha,1
vade,1
samiujma,1
raphiujma,1
amirahashana,1
rabulashani,1
bnidhyachala,1
sukha.da,1
kuramo,1
ramagya,1
sakauddina,1
dharimana,1
cha.ndamala,1
gothaula,1
ramayasha,1
lalamuna,1
asagaranasari,1
bavulala,1
sushoda,1
isamohamada,1
sukralaha,1
go.daka,1
mutaba,1
kalamata,1
sanidayala,1
bashishthayadava,1
somariya,1
velasa,1
jagai,1
shyamasunara,1
ingrasana,1
bikena,1
ii,1
mauajama,1
guhama,1
saffi,1
jhaali,1
intyaza,1
kalimavaha,1
jayapraksha,1
tashavvara,1
ujalepha,1
lalashamma,1
makarudina,1
ऑla,1
ramasaradara,1
khasharuddina,1
pharanta,1
chamdradevamehata,1
alaphina,1
jalakauddina,1
dusharaphila,1
varshaneya,1
durjana,1
mnilala,1
ramkeshvara,1
samaddina,1
`deva,1
jamaladaddina,1
imrahima,1
vindeshvarideva,1
tulaharana,1
mo0thithara,1
kapharauddina,1
latiphu,1
pichola,1
saphaula,1
jamela,1
jilasu,1
nau.di,1
naimundina,1
depavi,1
sahabuddi,1
devujha,1
narayanapaudara,1
genula,1
chitanarayana,1
sasudina,1
chandravali,1
olikha.n,1
nunukha.n,1
jeyanudina,1
shetamija,1
ayadashaha,1
vujo,1
imaraphila,1
rukabula,1
akarala,1
sumalima,1
mabuka,1
ekhalakurrahamana,1
modirisara,1
chandabhushana,1
shekeyuma,1
mo0rijamvana,1
anasauddina,1
shenajamudina,1
bulli,1
ijarayana,1
narisa,1
fjaja,1
rahamudadina,1
shekhaaijula,1
iiju,1
matalliba,1
nasaruullaha,1
rajaudvina,1
bishorama,1
alibokasa,1
murgiburarahamana,1
mo0lalo,1
sabatara,1
abdulamajana,1
jamapalauddina,1
nothali,1
jalimohammada,1
aiyuna,1
rahamatunllaha,1
ujalahaka,1
bojiburahamana,1
kamarujavo,1
mustaphakalama,1
minnetullaha,1
hasamnajana,1
imamiddina,1
najau,1
amyari,1
kamayanta,1
movinova,1
jibera,1
tafaroja,1
kalahasana,1
kuturbuddina,1
aleimarana,1
mo0emamudina,1
zamidara,1
ravita,1
nayamula,1
avila,1
phodisharma,1
dhalika,1
mohammadana,1
mumsari,1
shuratalala,1
boana,1
svaramaphala,1
mozeburrarahamana,1
mo0vasima,1
sapharudaddina,1
shakela,1
sadiva,1
rahamasana,1
shahidura,1
maledula,1
mosalala,1
jakrya,1
khesabula,1
ramadhami,1
yubidi2421634,1
eslama,1
nukhiya,1
rusila,1
munura,1
achchasa,1
mo॰mauji,1
badaki,1
nunurama,1
ramaura,1
khedahara,1
shivaprakasha,1
khi.dahara,1
shaiphulla,1
allihaka,1
ramnaryana,1
jhua,1
ishadyina,1
mirasaba,1
durajodhana,1
isamodvina,1
dabirudvina,1
istarula,1
hamasudina,1
chudamohana,1
shukarachamda,1
mo0sajaka,1
alaaddhina,1
musaqa,1
samaudyina,1
bablku,1
ruishadeva,1
kundra,1
jababira,1
rayamamdala,1
istakala,1
akarate,1
masapha,1
rolisa,1
sidhimi,1
sibini,1
khidhara,1
kumara9773,1
shatrughnanandana,1
kapodasa,1
jarajita,1
hayupha,1
dhukana,1
aihasasana,1
nikhata,1
olimohamada,1
lodabi,1
butaya,1
muntum,1
jafila,1
lakhanasada,1
emuda,1
sattaruddina,1
punisada,1
j~nanendu,1
mushahavakho,1
jamunavakho,1
maha.nta,1
khaidavara,1
parapadi,1
safareja,1
tarvaja,1
kelukamata,1
vikurama,1
pasiha,1
jiyaavla,1
sibotamti,1
vutana,1
dilomohammada,1
rubhana,1
kipheta,1
manara,1
tatiphasaphi,1
bahadakheda,1
bahedakheda,1
kuliya,1
tayalidina,1
rulemana,1
bhukhiya,1
usamanamiya.n,1
tulakanta,1
bharaddhaja,1
shivusada,1
hasbaimda,1
patamabara,1
sannaita,1
shrivata,1
pratapagamja,1
bhageshvaralala,1
motasima,1
shariphullaha,1
mamuja,1
lohatiya,1
lohariya,1
murgiya,1
lehada,1
parapari,1
isuphamiya,1
musapha,1
asipa,1
hausbamda,1
mamjghji,1
uvara,1
mahapatro,1
jenurudvina,1
jenuudvina,1
ajadrri,1
chandragamga,1
haqima,1
gule,1
mo0muhammada,1
meheudadina,1
phararudadina,1
mo0asoisahaka,1
bhasakuliya,1
munarakirakara,1
qadiraamsari,1
meshamuddina,1
bhuskaliya,1
puvai,1
mukhisa,1
tulalaha,1
mohammadamajo,1
gothi,1
pharaphara,1
pantalala,1
shrivastavaॉta,1
jutarati,1
sunullaha,1
aliyasha,1
rgaphara,1
vavi,1
jalaladina,1
subhakarama,1
sugayarama,1
gisa,1
ramajisada,1
visherama,1
ainaitullaha,1
masekula,1
nisakata,1
jahurudvina,1
sahakala,1
ehatiyaja,1
salamatusena,1
svarnavara,1
jebraila,1
khurashita,1
teshavara,1
buchchu,1
kamashula,1
jalalajuddina,1
bhimdavaॉra,1
sanula,1
bhajjudoma,1
kharamga,1
ramaphalarajaka,1
sidoka,1
manajurulahaka,1
varakataali,1
abutlaha,1
javihaulaha,1
jiyabullaha,1
tha.diya,1
rajjaki,1
subisada,1
gonarasada,1
musmakima,1
upendrarama,1
hadishasaphi,1
chedisaphi,1
nurajamma,1
kasiruudina,1
araphuudina,1
menuudvina,1
jahanu,1
bhik?ku,1
pelaku,1
kaladhu,1
alarudina,1
mohamadi,1
nelasana,1
kapula,1
madaislama,1
baiku,1
kupamde,1
ishadisha,1
jio,1
aluda,1
zeviyara,1
feliksa,1
bendika,1
krusha,1
klarensa,1
o.deya,1
guniya,1
jalaha,1
mnovara,1
lauharara,1
naivaja,1
japhphira,1
silabestara,1
phreda,1
kajitana,1
pharemda,1
phelikasa,1
amdiyasa,1
jorsapha,1
savastiyana,1
phaviyanusa,1
galusa,1
phrasisa,1
krrishachana,1
jiro,1
alekajandara,1
linusa,1
jobiyara,1
gostana,1
jondrakrusha,1
tarayusa,1
chipa,1
mojiburahamani,1
saphiulalaha,1
agavara,1
fidana,1
sadavina,1
khtauna,1
sakundeva,1
rakoja,1
saraphina,1
kalaminayo,1
benarada,1
motiyasa,1
hendri,1
jonasena,1
bilasena,1
iphaja,1
piramohamabata,1
vatana,1
larauddina,1
dipana,1
tipo,1
aqlima,1
madhukarayadava,1
iganasha,1
saurya,1
jomsa,1
benerado,1
kerovima,1
benatura,1
chusa,1
radhanamdana,1
ramabarai,1
rajarata,1
bhusava,1
habibadula,1
momatajudina,1
shahnavaza,1
anulaalaha,1
dideri,1
majanudina,1
medhata,1
